S
2385.383590130265
2383.000472084516
2380.610389246711
2378.2133488657064
2375.809358119559
2373.3984241157523
2370.9805538914043
2368.555754413589
2366.1240325795825
2363.685395217046
2361.2398490844716
2358.7874008711956
2356.3280571978776
2353.8618246166266
2351.388709611379
2348.908718598054
2346.4218579249414
2343.9281338728065
2341.4275526553656
2338.9201204194255
2336.4058432451557
2333.8847271464347
2331.3567780710937
2328.8220019011833
2326.280404453272
2323.731991478695
2321.176768663909
2318.6147416307253
2316.0459159365632
2313.470297074831
2310.887890475142
2308.298701503646
2305.7027354633196
2303.0999975942195
2300.4904930738403
2297.8742270173884
2295.251204478091
2292.6214304474865
2289.9849098557356
2287.341647571958
2284.69164840451
2282.034917101295
2279.3714583501396
2276.701276779015
2274.0243769564295
2271.340763391769
2268.6504405355304
2265.9534127797565
2263.2496844582947
2260.5392598471713
2257.822143164906
2255.098338572875
2252.3678501756194
2249.6306820212812
2246.886838101804
2244.136322353424
2241.379138656966
2238.6152908382187
2235.8447826682873
2233.0676178639646
2230.283800088119
2227.493332950068
2224.696220005927
2221.8924647590443
2219.0820706603176
2216.265041108681
2213.4413794514203
2210.611088984608
2207.774172953516
2204.930634553027
2202.0804769279903
2199.2237031737554
2196.360316336483
2193.49031941366
2190.613715354487
2187.7305070603265
2184.840697385165
2181.94428913608
2179.0412850736284
2176.131687912395
2173.215500321409
2170.2927249246486
2167.3633643014937
2164.427420987258
2161.4848974736383
2158.535796209232
2155.5801196000994
2152.6178700101805
2149.6490497618893
2146.673661136646
2143.691706375363
2140.703187679067
2137.708107209354
2134.706467089076
2131.6982694027847
2128.6835161974004
2125.6622094827767
2122.634351232245
2119.599943383317
2116.5589878382175
2113.511486464525
2110.4574410958435
2107.3968535323966
2104.3297255417056
2101.2560588592632
2098.175855189173
2095.0891162048683
2091.99584354977
2088.896038838045
2085.7897036552795
2082.6768395592253
2079.557448080527
2076.4315307235047
2073.2990889668963
2070.1601242646466
2067.01463804667
2063.8626317196936
2060.7041066680636
2057.5390642545517
2054.3675058212643
2051.1894326904094
2048.0048461652286
2044.8137475309109
2041.6161380554372
2038.412018990522
2035.2013915726006
2031.9842570236497
2028.7606165523325
2025.530471354858
2022.2938226160193
2019.0506715102133
2015.8010192024783
2012.544866849587
2009.28221560107
2006.0130666003392
2002.737420985767
1999.4552798919108
1996.166644450573
1992.8715157920026
1989.5698950461388
1986.2617833437728
1982.9471818178372
1979.626091604621
1976.298513845111
1972.964449686264
1969.623900282364
1966.276866796383
1962.9233504013494
1959.5633522817936
1956.1968736351123
1952.823915673187
1949.4444796236705
1946.0585667317
1942.6661782613253
1939.26731549712
1935.861979745827
1932.4501723379658
1929.031894629482
1925.607148003514
1922.1759338720817
1918.738253677859
1915.2941088960022
1911.8435010359688
1908.3864316434097
1904.922902302044
1901.4529146356617
1897.976470310075
1894.4935710351285
1891.004218566809
1887.5084147093132
1884.0061613172193
1880.4974602976624
1876.9823136125751
1873.4607232809426
1869.9326913811617
1866.3982200533826
1862.8573115019321
1859.3099679977913
1855.7561918810518
1852.1959855635853
1848.6293515315404
1845.0562923481077
1841.4768106561778
1837.890909181148
1834.298590733747
1830.6998582129343
1827.0947146088347
1823.483163005779
1819.8652065853287
1816.240848629453
1812.610092523699
1808.9729417604906
1805.3293999424225
1801.679470785679
1798.0231581235212
1794.3604659097937
1790.691398222574
1787.01595926786
1783.3341533833143
1779.645985042147
1775.951458857031
1772.2505795841066
1768.5433521270745
1764.8297815414082
1761.1098730385695
1757.3836319904499
1753.6510639337366
1749.912174574528
1746.166969792933
1742.415455647852
1738.6576383817908
1734.8935244258282
1731.123120404676
1727.3464331418265
1723.5634696648378
1719.7742372107268
1715.9787432314579
1712.1769953996172
1708.3690016140688
1704.5547700059142
1700.7343089444764
1696.9076270433952
1693.0747331669359
1689.2356364363459
1685.3903462364597
1681.538872222351
1677.6812243261516
1673.8174127640914
1669.9474480436065
1666.0713409706352
1662.1891026571218
1658.3007445286082
1654.4062783320485
1650.5057161438094
1646.5990703777727
1642.6863537937388
1638.7675795059154
1634.842760991639
1630.911912100314
1626.975047062526
1623.0321804993487
1619.0833274319305
1615.1285032911892
1611.1677239278745
1607.2010056227152
1603.2283650968955
1599.249819522742
1595.265386534658
1591.2750842403086
1587.2789312320674
1583.2769465987456
1579.2691499375594
1575.2555613664222
1571.236201536481
1567.2110916449733
1563.1802534483984
1559.1437092759506
1555.1014820433077
1551.0535952667774
1547.0000730776999
1542.9409402372637
1538.8762221516
1534.8059448873746
1530.7301351875662
1526.6488204877896
1522.5620289329277
1518.469789394192
1514.3721314865427
1510.2690855866524
1506.1606828511797
1502.0469552355464
1497.9279355131891
1493.803657295242
1489.6741550507465
1485.5394641273097
1481.399620772329
1477.2546621546924
1473.1046263870467
1468.9495525486057
1464.7894807085604
1460.6244519500274
1456.4545083946143
1452.279693227627
