beta,t_s
1.7089141378508255,1087.275595965036
1.6620225829219932,1085.8101760652826
2.450783992674027,1086.1024492829536
2.268332374395479,1084.318432637524
1.9885294362109867,1084.642407485147
2.5363468207381725,1091.2089710940172
2.4170223276187235,1087.6207190706768
2.2697052222402183,1088.07021499072
2.0154885498941266,1087.0126438680109
2.316445969307514,1085.1761603108139
2.7776942769633273,1086.6843296657032
1.7491781777549045,1087.7468333846537
2.235466194022488,1081.761443086192
2.2630265711289526,1084.663491640403
2.473650873249989,1086.8025684098739
2.758345308630744,1086.7955341941993
2.390907339660298,1085.925626247345
2.71996429633359,1089.7096354541968
1.6955338202153374,1089.0526143132304
2.8574586372134707,1083.7768325849695
2.2380073648809504,1084.4902810875676
2.484606506625539,1089.279268855323
1.9585850431308476,1087.6291817709107
3.366670877748421,1085.8632674466965
2.0476127921564657,1086.3420096236734
2.362980163243028,1082.9676502570144
2.504201736125924,1085.1684093801707
1.757376355359367,1085.2224657083361
1.918887332146491,1085.6440656403074
2.182798712983561,1086.7644843095661
2.872628498327029,1086.9392672522852
2.3033658652248903,1085.4520141288315
1.9691139974195637,1084.195586132333
2.6405881902814357,1082.5299334032288
2.34931600097314,1080.9059853150668
2.62405424873894,1084.8015018052888
2.0436491862535453,1089.214458254945
2.316971824029572,1083.6893777378557
2.577650462794626,1090.4488411786258
2.984836544885105,1087.962639647757
2.346372487426028,1086.2907549152762
2.4008117529511694,1081.403250652796
2.107770881587191,1087.589098970233
2.4927228096618608,1085.9314710368483
1.9892888787189957,1085.7437568068497
2.139324631110993,1084.74685238045
2.35473889593848,1085.1941830900475
2.441355380307615,1085.545799292625
2.4398730471361687,1086.3231116812144
2.7683088700436276,1088.6599754707488
2.205041951581478,1085.7081056518116
2.1157682433496383,1088.570907865105
1.8620140232204458,1084.7420660327496
1.8852590428456912,1086.4044393857614
3.1778804188016787,1083.6600855636746
2.4532061758220443,1087.0077016595776
1.8603620533336738,1087.4749058497302
2.8590655000708716,1086.3734464131794
2.547944061058039,1085.427790899632
2.2218168966525607,1087.5483864766443
2.6390253214705433,1087.6424297199533
2.3464223565326656,1083.4815265144189
2.3612728040823083,1085.5814668618373
2.168698407748116,1087.9466792794797
1.6998476371343165,1087.0878666933022
1.4266308821519094,1086.89547687121
2.255795810442101,1082.6971328063123
2.6458175659682217,1090.9618045736029
2.898821699357147,1081.7463650690906
1.9130963210543162,1086.9009950478435
3.4668124505150844,1083.4837278998164
1.6569448810901017,1087.0365966273177
2.126160016149017,1082.4382820944197
2.2758470664602752,1083.3304276874342
1.8066633946445698,1083.2610483398266
2.340844874078894,1088.7248237185695
1.9515486131576711,1082.290984137077
2.9693489884700854,1082.6791723181714
2.3601927243572063,1085.1279596938011
2.113821725804431,1084.6863936075488
1.8390486702812088,1086.5236103813702
1.8451141808969715,1091.4854824163244
2.336401663830987,1086.7029785551515
2.4954417124779287,1081.1175027922902
1.8799406842057118,1083.369372490623
2.1170771495781793,1083.297746809726
2.4387765502423497,1086.7702674623783
1.808427958555626,1087.2517992085563
2.0574645960567834,1084.8104449037107
2.8741910191187627,1086.0032860048184
2.7378460952989006,1085.1847403007475
1.705942251658273,1088.0586719837395
2.410240534832682,1084.8719216867546
2.7552823911123867,1083.679293129489
2.374066381843194,1087.2901661775782
2.3883950161591843,1089.2821699933072
2.006200110114868,1088.7655484314696
2.7200310270903936,1083.2752581252712
2.123473550279906,1089.7347195940974
1.8068005432797012,1085.928131949638
2.5808962105973827,1082.016402343407
2.250259220954503,1083.6022109678192
2.286911124481839,1083.2761640374001
2.3500101890026492,1083.6260079886667
2.227614179043162,1086.430507252076
2.26937653814376,1083.145245599009
2.646742410024227,1084.9500315928565
2.6409703973409306,1087.478324317179
2.5447256177706405,1083.0645415390939
2.214036609906973,1084.9471043375192
2.006421460746673,1085.200149098946
2.574770722482874,1088.679304222556
2.74294556175005,1084.759412917285
1.773933395036344,1076.7968704128411
2.593066477544478,1085.4078599628358
1.803863858327973,1087.5671794287036
2.6669490165522824,1084.5493254495184
2.3353477907103035,1085.0441730955235
2.472872344465669,1080.886677577768
