height,age,low_ci,up_ci
3210.0,1069.2948049352776,1054.5975016943823,1082.5400435339386
3220.0,1069.2123695624744,1054.51173699671,1082.4804255248778
3230.0,1069.1334504297827,1054.4492635383385,1082.425257456075
3240.0,1069.0478785425746,1054.324672317441,1082.3735039549283
3250.0,1068.97106349296,1054.2268234826777,1082.323454054503
3260.0,1068.894732491319,1054.13395050639,1082.278018557667
3270.0,1068.8155502559393,1054.0151006187327,1082.2181734465235
3280.0,1068.7334894122434,1053.9437683240335,1082.1830135198966
3290.0,1068.6523459461268,1053.8503860459302,1082.135526412411
3300.0,1068.5744935015318,1053.7882613455652,1082.0747180509322
3310.0,1068.4922089657307,1053.7254543924225,1082.0349915283746
3320.0,1068.4144388765308,1053.648940751838,1081.9921419108155
3330.0,1068.3366295730773,1053.5970456336495,1081.9541233276766
3340.0,1068.252306770861,1053.5252750580053,1081.8750154443983
3350.0,1068.1725624329442,1053.4600269923753,1081.8227895628968
3360.0,1068.0915617725416,1053.371279290456,1081.767265504851
3370.0,1068.0162003756118,1053.323574315966,1081.6951867245316
3380.0,1067.937176503261,1053.2605436031618,1081.6559679877746
3390.0,1067.857262094205,1053.176955022188,1081.6037241939277
3400.0,1067.7776063084625,1053.1098641816561,1081.5488016221536
3410.0,1067.699305076454,1053.019123265716,1081.4786429934156
3420.0,1067.6217271256342,1052.970739521562,1081.4275936339582
3430.0,1067.5407912979779,1052.9064059355064,1081.3419079724156
3440.0,1067.4594420826622,1052.84215496287,1081.2829169502825
3450.0,1067.3805193644112,1052.7689714418152,1081.2318828075324
3460.0,1067.297854305688,1052.6879312842482,1081.164540419991
3470.0,1067.2192951231482,1052.6134906878244,1081.1269206059985
3480.0,1067.1469941000757,1052.5557518158253,1081.0656730808257
3490.0,1067.0686613931618,1052.491153160623,1081.0258663704653
3500.0,1066.990054334766,1052.3989626495045,1080.9802608560767
3510.0,1066.9101479155931,1052.3491922359542,1080.9416326138942
3520.0,1066.8320386190512,1052.2862725544956,1080.8858143221837
3530.0,1066.7512083938022,1052.1907470982183,1080.8065148649753
3540.0,1066.6716296881327,1052.132443972552,1080.7581018897715
3550.0,1066.593315534282,1052.026238119304,1080.7148369556687
3560.0,1066.509618771516,1051.973066651853,1080.6725305849109
3570.0,1066.4263212534402,1051.8986390919063,1080.6007746135222
3580.0,1066.3488077626746,1051.8173948549365,1080.5479747763334
3590.0,1066.2676968439353,1051.7485544218878,1080.4654526870665
3600.0,1066.1865639132577,1051.6953230039715,1080.385831160618
3610.0,1066.109138548104,1051.6280057640151,1080.3370795910241
3620.0,1066.0295596641313,1051.5533126388304,1080.2788311627933
3630.0,1065.9453197633072,1051.488038713786,1080.2161029041408
3640.0,1065.8688132156635,1051.4420116941053,1080.1763487727862
3650.0,1065.7881979624194,1051.3774163275768,1080.1179974408174
3660.0,1065.7075865397926,1051.2976544464086,1080.0474348287698
3670.0,1065.6294322941003,1051.2441715010166,1079.9729102985768
3680.0,1065.5481953202427,1051.1801203041196,1079.9233246411002
3690.0,1065.4643517806753,1051.1043195331868,1079.8492563199768
3700.0,1065.381839967972,1051.0371933599497,1079.7940597675822
3710.0,1065.307524927049,1051.0040948264373,1079.73516806928
3720.0,1065.228031927545,1050.9356334607578,1079.6423794666973
3730.0,1065.148976402289,1050.8692257951654,1079.5695645553194
3740.0,1065.0705511114024,1050.8064290319305,1079.5085759659141
3750.0,1064.991126023337,1050.7454108063407,1079.452864855094
3760.0,1064.917459801207,1050.6944429069895,1079.405939408109
3770.0,1064.836396346427,1050.6256998194735,1079.3480344975019
3780.0,1064.752164479099,1050.5656546882287,1079.2860272326272
3790.0,1064.6681868554106,1050.490733483979,1079.2084173166538
3800.0,1064.5896622866017,1050.4436159120069,1079.136620855247
3810.0,1064.5110686400453,1050.3896704401222,1079.0710088160074
3820.0,1064.4274227878004,1050.3157206183732,1078.98995953426
3830.0,1064.3483801029358,1050.223603820653,1078.9129565561193
3840.0,1064.268856239116,1050.161398161121,1078.860916968317
3850.0,1064.1822169025118,1050.083671137601,1078.772131998645
3860.0,1064.1065399960023,1050.0181169324374,1078.703824030714
3870.0,1064.0271484645284,1049.9576483993196,1078.6341595014626
3880.0,1063.94787168862,1049.8907787189214,1078.5601605537784
3890.0,1063.8687794380055,1049.8167948185776,1078.512827081672
3900.0,1063.7901574483028,1049.749662700689,1078.4497936761159
3910.0,1063.7159487666643,1049.6496510240422,1078.3700914669946
3920.0,1063.6355875862448,1049.5853526534825,1078.3038702238744
3930.0,1063.552542979118,1049.5169434174836,1078.2157432028525
3940.0,1063.4763720403582,1049.4708697848857,1078.1505962755475
3950.0,1063.3948177912434,1049.38974226918,1078.068000625519
3960.0,1063.3110714469203,1049.3194747555335,1078.013202494366
3970.0,1063.2277118560464,1049.247843708529,1077.9170691659422
3980.0,1063.1480932099819,1049.173569796803,1077.8518343981304
3990.0,1063.0663152408429,1049.0816158329144,1077.789066629675
4000.0,1062.987136468737,1049.008466138824,1077.7175020992615
4010.0,1062.9084681868935,1048.9409130826898,1077.6396263920005
4020.0,1062.8313974287275,1048.8651974204836,1077.5467640225359
4030.0,1062.7538621943397,1048.8041811065295,1077.4599869354747
4040.0,1062.669620168166,1048.7482347437358,1077.3703374988252
4050.0,1062.594102607776,1048.725223768984,1077.3026975252565
4060.0,1062.5109670559848,1048.6903130761243,1077.208308942302
4070.0,1062.430502912664,1048.6466468302153,1077.1352383246763
4080.0,1062.3498462557884,1048.600489447091,1077.0748893441173
4090.0,1062.2713580987488,1048.5518581238696,1077.037019046314
4100.0,1062.192602510347,1048.4834352399653,1076.914639118381
4110.0,1062.1147294350442,1048.4353802197004,1076.830272505397
4120.0,1062.0367037352923,1048.3968379123824,1076.7742208291709
4130.0,1061.9572977215028,1048.3522576972018,1076.6892098397948
4140.0,1061.8765355845544,1048.2779932323042,1076.584047381231
4150.0,1061.797582680225,1048.2343565428644,1076.4901526062931
4160.0,1061.7170956386872,1048.19773948732,1076.4149556754392
4170.0,1061.630181680716,1048.1520011385428,1076.2657377193848
4180.0,1061.5523216175209,1048.0874827585853,1076.1442376035172
4190.0,1061.4736135314522,1048.058818767439,1076.0574749120424
4200.0,1061.3935934204658,1048.0181240112615,1075.9506256830662
4210.0,1061.3109855013472,1047.9718725409903,1075.8794515900715
4220.0,1061.2332573185136,1047.9233451138932,1075.8089064824064
4230.0,1061.1525244177828,1047.890618633287,1075.7376839800395
4240.0,1061.0679838237934,1047.8275083317458,1075.662039547614
4250.0,1060.985854914759,1047.7747501204078,1075.5831620342167
4260.0,1060.9026042564744,1047.7059452823044,1075.464708859362
4270.0,1060.823403528968,1047.6453745875644,1075.3705943209116
4280.0,1060.7476867283424,1047.5939198213798,1075.2939964796244
4290.0,1060.67062687072,1047.5400930873843,1075.228696043656
4300.0,1060.5902860098936,1047.4868501719402,1075.1427493462966
4310.0,1060.5104575388548,1047.4128932716467,1075.0652406982047
4320.0,1060.4302366791208,1047.3534360797196,1074.9947752576875
4330.0,1060.3494853178565,1047.273356047872,1074.9226181477645
4340.0,1060.269068166427,1047.2503478560416,1074.8702090953354
4350.0,1060.189409619393,1047.2014415223634,1074.7707148382606
4360.0,1060.1137760116346,1047.1253097999784,1074.7269634142156
4370.0,1060.0327813163487,1047.0628530196911,1074.6284303770185
4380.0,1059.9484285542235,1047.0016924558859,1074.5321432682445
4390.0,1059.8690368459354,1046.9594600386636,1074.443913914509
4400.0,1059.7920168923804,1046.9345918694478,1074.3626908127026
4410.0,1059.7128099590973,1046.886305409095,1074.2574591363175
4420.0,1059.6361465556047,1046.853860625524,1074.1749448191856
4430.0,1059.5598404148916,1046.8063562237412,1074.0994931547305
4440.0,1059.47837246759,1046.7550727736862,1073.9932209077592
4450.0,1059.3974950268323,1046.6934764724092,1073.915507490113
4460.0,1059.3142239435485,1046.6250309637949,1073.7737940143916
4470.0,1059.2387326793269,1046.5850022018828,1073.6698348822229
4480.0,1059.1578009297548,1046.5296722307694,1073.604489766922
4490.0,1059.0736384832408,1046.4866584934095,1073.5197048779773
4500.0,1058.991329231071,1046.448619394436,1073.412182700866
4510.0,1058.9120156660758,1046.407180351614,1073.3236392081662
4520.0,1058.831886270454,1046.3808122003718,1073.2683851145919
4530.0,1058.7526004236952,1046.3240165456739,1073.145137169136
4540.0,1058.673177855182,1046.2834974953241,1073.0406062721725
4550.0,1058.5893919234466,1046.2363952625517,1072.9330901095568
4560.0,1058.5105144215995,1046.2030853695624,1072.8359749482458
4570.0,1058.4277824830222,1046.1474051997784,1072.7491500752305
4580.0,1058.3482162390599,1046.0864287259626,1072.6428164941385
4590.0,1058.2695864241243,1046.0619797447605,1072.5790125517121
4600.0,1058.185870185748,1046.006004577256,1072.4875111587196
4610.0,1058.1095260323045,1045.9793696526065,1072.4176909690543
4620.0,1058.0276503959153,1045.9408694787292,1072.3314037248988
4630.0,1057.9429335241423,1045.899256493919,1072.2357165146082
4640.0,1057.8685718324164,1045.8505350662133,1072.1717264429674
4650.0,1057.7950746635206,1045.794671652166,1072.0860702853756
4660.0,1057.7155626781407,1045.7336239663314,1071.9598700301885
4670.0,1057.6354912690485,1045.6919614596409,1071.8570532803215
4680.0,1057.5547671227382,1045.653570244749,1071.7649053638681
4690.0,1057.4789352908547,1045.621051451231,1071.6776781635967
4700.0,1057.3963450362337,1045.5636730329381,1071.5848161047581
4710.0,1057.3134558318286,1045.5184121514385,1071.447527714995
4720.0,1057.2356374422864,1045.4663540149152,1071.3077025635205
4730.0,1057.1554605174335,1045.4415143716965,1071.1786476933307
4740.0,1057.0721264158226,1045.4004813670085,1071.0691015221937
4750.0,1056.9941540632728,1045.3719485643958,1070.950728320941
4760.0,1056.909767779363,1045.2879861222432,1070.838343079531
4770.0,1056.8309619946347,1045.2568499600582,1070.7414675584014
4780.0,1056.7551015887113,1045.2134516841797,1070.6598645393187
4790.0,1056.6729124868493,1045.1834599747008,1070.5554988179888
4800.0,1056.5982173554862,1045.141732107214,1070.4373846500944
4810.0,1056.5145343457564,1045.0917849814596,1070.3173925713522
4820.0,1056.4367071701129,1045.0524884420602,1070.1931515601232
4830.0,1056.3592966267688,1045.0161452841003,1070.105546641129
4840.0,1056.2808389398392,1044.9867392861581,1070.0153338668442
4850.0,1056.2030084900878,1044.9529881648332,1069.9176505431979
4860.0,1056.1206164762525,1044.9143393600814,1069.8077232474402
4870.0,1056.0433266852197,1044.8548631118101,1069.7076428676035
4880.0,1055.9638229075135,1044.7874100603092,1069.5805625922985
4890.0,1055.885997920914,1044.7390466481108,1069.4671754860897
4900.0,1055.8081762689333,1044.6926670332616,1069.3375020269311
4910.0,1055.727955594937,1044.6513501865136,1069.1938195775792
4920.0,1055.649821346134,1044.6182957355757,1069.086447156989
4930.0,1055.56880195904,1044.5814872497117,1068.982406452852
4940.0,1055.4881923208993,1044.536568341716,1068.862222048588
4950.0,1055.411891913498,1044.4868787855728,1068.7677018669397
4960.0,1055.3287119167667,1044.4521776980846,1068.6380960669917
4970.0,1055.2503134281621,1044.4112702951397,1068.5221179114637
4980.0,1055.1687895459827,1044.382816736955,1068.4196092438553
4990.0,1055.08977178869,1044.3348558630782,1068.2959930373925
5000.0,1055.008308976713,1044.2922682161368,1068.2029461774825
5010.0,1054.9261222785287,1044.2449863326174,1068.090871334383
5020.0,1054.8480500504259,1044.2189716376902,1067.9915868632065
5030.0,1054.7680314839786,1044.1677214847741,1067.8669420209776
5040.0,1054.6885523426795,1044.1417822693459,1067.7219296578405
5050.0,1054.6108141459374,1044.0981635961884,1067.6074128964344
5060.0,1054.5299023674218,1044.0596615376319,1067.4319159321374
5070.0,1054.4581902720797,1044.014257788761,1067.2928085967987
5080.0,1054.3791740161048,1043.9550159104222,1067.1592964643987
5090.0,1054.3027121675466,1043.9080928721812,1067.0232953239351
5100.0,1054.2278792882594,1043.889486859845,1066.8966413544858
5110.0,1054.1431501075099,1043.8552836796264,1066.749226641704
5120.0,1054.0668430768555,1043.8306168363467,1066.6375581867437
5130.0,1053.9861395441774,1043.7912671240288,1066.5486091047962
5140.0,1053.9039089333482,1043.7573415623474,1066.4085453534892
5150.0,1053.8235319986368,1043.7325737499152,1066.2831919379983
5160.0,1053.7446173914363,1043.7003001616365,1066.182939396942
5170.0,1053.662249960728,1043.6602968927098,1066.036806130025
5180.0,1053.584022360898,1043.6274031586659,1065.9448440823971
5190.0,1053.5087301496355,1043.5804469091854,1065.8836420188945
5200.0,1053.425419857951,1043.5445825364643,1065.7691044391431
5210.0,1053.349974647116,1043.493988293489,1065.5965172859128
5220.0,1053.2717069186454,1043.4593075712094,1065.4607831566686
5230.0,1053.1904424561278,1043.4187459517555,1065.3549538079112
5240.0,1053.1131528192784,1043.3801275352414,1065.2365598818935
5250.0,1053.0334216365789,1043.342985248861,1065.1184952978517
5260.0,1052.9588144240363,1043.320484359797,1065.034001559491
5270.0,1052.8799199037032,1043.2966931284918,1064.8385080646792
5280.0,1052.800321500233,1043.2653837321593,1064.6584758393192
5290.0,1052.7172398681469,1043.2309911033167,1064.5374853794483
5300.0,1052.6412268035394,1043.1918663583817,1064.3711626512911
5310.0,1052.5608623358962,1043.152854490651,1064.2274776315005
5320.0,1052.4847737733628,1043.12328945337,1064.0947491069905
5330.0,1052.4052850798842,1043.0897665492448,1063.9576443988315
5340.0,1052.3280492594001,1043.038960719299,1063.82927497617
5350.0,1052.2534908102127,1042.9984001227365,1063.7009427370674
5360.0,1052.1745148465566,1042.9787395029473,1063.5469474735748
5370.0,1052.0937530198858,1042.953077810254,1063.4181325934367
5380.0,1052.017401334311,1042.9180094379806,1063.2896840523877
5390.0,1051.9398560544996,1042.8947975108488,1063.166910537233
5400.0,1051.8619085472951,1042.8748940855978,1063.0242308029578
5410.0,1051.7774628883317,1042.8391203781252,1062.8360732727326
5420.0,1051.7015103031838,1042.80173800922,1062.7091503930815
5430.0,1051.6216429615567,1042.7627219418903,1062.5408767878582
5440.0,1051.541021652923,1042.738028497072,1062.3733755041937
5450.0,1051.457683677937,1042.7154092085962,1062.2178305179136
5460.0,1051.3751687231309,1042.6762740100003,1062.0480150725975
5470.0,1051.298535846833,1042.629609945668,1061.8457571582046
5480.0,1051.2200834004097,1042.6051874765121,1061.699493429186
5490.0,1051.1421623862361,1042.585958547111,1061.5178896452928
5500.0,1051.0631118117135,1042.549826199153,1061.3927489042733
5510.0,1050.979567454347,1042.5188389233083,1061.1683942058278
5520.0,1050.9047179056297,1042.479080403657,1060.9615056794505
5530.0,1050.8271205575613,1042.4455355369093,1060.803845884234
5540.0,1050.750646134263,1042.4144027692437,1060.6248652537174
5550.0,1050.6727416100134,1042.3688955494913,1060.4371357780728
5560.0,1050.5913167574372,1042.3460947642027,1060.2611238791098
5570.0,1050.5138152921938,1042.3261768785483,1060.1059508868238
5580.0,1050.4312516478012,1042.2965436626257,1059.8864950945997
5590.0,1050.3501707642658,1042.2523497577197,1059.7050359660755
5600.0,1050.2719118123089,1042.2152601752935,1059.5014433381732
5610.0,1050.1887041955167,1042.1743943220279,1059.3168567397508
5620.0,1050.1075578243658,1042.140409294117,1059.072177143398
5630.0,1050.0250327822314,1042.121175805456,1058.868353346437
5640.0,1049.9495954769257,1042.084988032783,1058.6941991509818
5650.0,1049.8701461897222,1042.0537055220016,1058.4574578102838
5660.0,1049.7892784276185,1042.0335198659932,1058.2175322763908
5670.0,1049.7099152218557,1042.0026849752621,1058.026191984529
5680.0,1049.627847813429,1041.965038857299,1057.7220580670755
5690.0,1049.5522262916174,1041.938666662628,1057.4699538181424
5700.0,1049.4760135353715,1041.894115933699,1057.2073275554953
5710.0,1049.39452038444,1041.8336912472457,1056.8168801268628
5720.0,1049.3137246364029,1041.80259318392,1056.501093184939
5730.0,1049.234021904799,1041.7820857722638,1056.083652257763
5740.0,1049.1531449415963,1041.7542900529338,1055.6745439441759
