tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	HT	3.1	274.8	-3.5	2.5	1	9	100.0	WP.65a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:17:50	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.65a	pmagpy-4.2.113: demag_gui	WP.65a
This study	HT	1.8	275.9	12.7	2.5	1	9	0.0	WP.66a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:19:23	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.66a	pmagpy-4.2.113: demag_gui	WP.66a
This study	HT	1.8	275.9	9.4	2.5	1	9	100.0	WP.66a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:19:23	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.66a	pmagpy-4.2.113: demag_gui	WP.66a
This study	HT	2.7	274.5	1.5	2.7	1	9	0.0	WP.67a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:21:07	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.67a	pmagpy-4.2.113: demag_gui	WP.67a
This study	HT	2.7	274.5	-1.8	2.7	1	9	100.0	WP.67a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:21:07	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.67a	pmagpy-4.2.113: demag_gui	WP.67a
This study	HT	3.1	279.3	0.5	2.3	1	9	0.0	WP.68a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:22:39	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.68a	pmagpy-4.2.113: demag_gui	WP.68a
This study	HT	3.1	279.3	-2.8	2.3	1	9	100.0	WP.68a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:22:39	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.68a	pmagpy-4.2.113: demag_gui	WP.68a
This study	HT	2.7	283.7	-4.9	2.3	2	8	100.0	WP.69a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:24:07	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.69a	pmagpy-4.2.113: demag_gui	WP.69a
This study	MT	2.8	282.4	-4.6	6.1	2	11	100.0	WP.69a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:24:07	u	Sandstone	893.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.69a	pmagpy-4.2.113: demag_gui	WP.69a
This study	MT	2.8	282.4	-1.4	6.1	2	11	0.0	WP.69a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:24:07	u	Sandstone	893.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.69a	pmagpy-4.2.113: demag_gui	WP.69a
This study	HT	2.7	283.7	-1.7	2.3	2	8	0.0	WP.69a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:24:07	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.69a	pmagpy-4.2.113: demag_gui	WP.69a
This study	HT	3.2	274.4	-9.4	3.2	1	8	0.0	WP.70a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:39:35	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.70a	pmagpy-4.2.113: demag_gui	WP.70a
This study	HT	3.2	274.4	-12.7	3.2	1	8	100.0	WP.70a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:39:35	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.70a	pmagpy-4.2.113: demag_gui	WP.70a
This study	HT	3.5	270.7	-13.1	6.5	1	9	0.0	WP.71a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:25:32	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.71a	pmagpy-4.2.113: demag_gui	WP.71a
This study	HT	3.5	270.7	-16.4	6.5	1	9	100.0	WP.71a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:25:32	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.71a	pmagpy-4.2.113: demag_gui	WP.71a
This study	HT	3.0	281.2	-6.0	3.9	1	1	0.0	WP.72a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:22:05	u	Sandstone	959.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.72a	pmagpy-4.2.113: demag_gui	WP.72a
This study	HT	3.0	281.3	-9.3	3.9	1	1	100.0	WP.72a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:22:05	u	Sandstone	959.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.72a	pmagpy-4.2.113: demag_gui	WP.72a
This study	HT	1.2	289.2	-11.6	2.7	1	11	0.0	WP.73a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:23:38	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.73a	pmagpy-4.2.113: demag_gui	WP.73a
This study	HT	1.2	289.4	-14.7	2.7	1	11	100.0	WP.73a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:23:38	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.73a	pmagpy-4.2.113: demag_gui	WP.73a
This study	HT	0.8	275.8	-18.4	2.1	1	7	0.0	WP.74a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:25:08	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.74a	pmagpy-4.2.113: demag_gui	WP.74a
This study	HT	0.8	275.9	-21.7	2.1	1	7	100.0	WP.74a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:25:08	u	Sandstone	959.0	943.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.74a	pmagpy-4.2.113: demag_gui	WP.74a
This study	HT	0.0	272.1	-8.5	13.5	1	8	100.0	WP.75a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 14:00:49	u	Sandstone	959.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	WP.75a	pmagpy-4.2.113: demag_gui	WP.75a
This study	HT	0.0	272.1	-5.2	13.5	1	8	0.0	WP.75a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 14:00:49	u	Sandstone	959.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	WP.75a	pmagpy-4.2.113: demag_gui	WP.75a
This study	HT	0.9	286.7	-14.3	3.1	2	1	0.0	WP.76a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:27:58	u	Sandstone	959.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.76a	pmagpy-4.2.113: demag_gui	WP.76a
This study	MT	6.6	289.2	-5.6	12.8	2	9	0.0	WP.76a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:27:58	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.76a	pmagpy-4.2.113: demag_gui	WP.76a
This study	HT	0.9	286.9	-17.5	3.1	2	1	100.0	WP.76a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:27:58	u	Sandstone	959.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.76a	pmagpy-4.2.113: demag_gui	WP.76a
This study	MT	6.6	289.3	-8.8	12.8	2	9	100.0	WP.76a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:27:58	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.76a	pmagpy-4.2.113: demag_gui	WP.76a
This study	HT	1.0	299.2	1.7	2.2	1	1	0.0	WP.77a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:29:23	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.77a	pmagpy-4.2.113: demag_gui	WP.77a
This study	HT	1.0	299.2	-1.2	2.2	1	1	100.0	WP.77a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:29:23	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.77a	pmagpy-4.2.113: demag_gui	WP.77a
This study	HT	5.1	288.7	-14.1	4.3	1	12	0.0	WP.78a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:30:48	u	Sandstone	959.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.78a	pmagpy-4.2.113: demag_gui	WP.78a
This study	HT	5.1	289.0	-17.2	4.3	1	12	100.0	WP.78a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:30:48	u	Sandstone	959.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.78a	pmagpy-4.2.113: demag_gui	WP.78a
This study	HT	1.0	288.3	-20.0	1.7	1	9	100.0	WP.79a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:35:01	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.79a	pmagpy-4.2.113: demag_gui	WP.79a
This study	HT	1.0	288.0	-16.9	1.7	1	9	0.0	WP.79a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:35:01	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.79a	pmagpy-4.2.113: demag_gui	WP.79a
This study	HT	0.6	292.0	-5.7	2.5	1	9	0.0	WP.80a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:55:47	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.80a	pmagpy-4.2.113: demag_gui	WP.80a
This study	HT	0.6	292.1	-8.8	2.5	1	9	100.0	WP.80a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:55:47	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.80a	pmagpy-4.2.113: demag_gui	WP.80a
This study	HT	0.7	300.1	-8.7	2.2	1	8	0.0	WP.81a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:36:32	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.81a	pmagpy-4.2.113: demag_gui	WP.81a
This study	HT	0.7	300.3	-11.6	2.2	1	8	100.0	WP.81a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:36:32	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.81a	pmagpy-4.2.113: demag_gui	WP.81a
This study	MT	5.9	287.9	-10.8	8.4	2	13	0.0	WP.82a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:58:45	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.82a	pmagpy-4.2.113: demag_gui	WP.82a
This study	HT	0.7	296.1	-10.5	2.0	2	9	0.0	WP.82a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:58:45	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.82a	pmagpy-4.2.113: demag_gui	WP.82a
This study	MT	5.9	288.1	-14.0	8.4	2	13	100.0	WP.82a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:58:45	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.82a	pmagpy-4.2.113: demag_gui	WP.82a
This study	HT	0.7	296.4	-13.5	2.0	2	9	100.0	WP.82a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 14:58:45	u	Sandstone	953.0	913.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.82a	pmagpy-4.2.113: demag_gui	WP.82a
This study	MT	0.4	283.9	-6.8	12.5	2	12	100.0	WP.83a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:00:16	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.83a	pmagpy-4.2.113: demag_gui	WP.83a
This study	HT	0.8	285.2	-5.8	2.8	2	8	100.0	WP.83a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:00:16	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.83a	pmagpy-4.2.113: demag_gui	WP.83a
This study	MT	0.4	283.8	-3.5	12.5	2	12	0.0	WP.83a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:00:16	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.83a	pmagpy-4.2.113: demag_gui	WP.83a
This study	HT	0.8	285.2	-2.5	2.8	2	8	0.0	WP.83a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:00:16	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.83a	pmagpy-4.2.113: demag_gui	WP.83a
This study	HT	3.7	290.0	4.1	2.7	2	8	0.0	WP.84a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:38:02	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.84a	pmagpy-4.2.113: demag_gui	WP.84a
This study	MT	5.9	283.9	-0.8	5.4	2	11	0.0	WP.84a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:38:02	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.84a	pmagpy-4.2.113: demag_gui	WP.84a
This study	HT	3.7	289.9	1.0	2.7	2	8	100.0	WP.84a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:38:02	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.84a	pmagpy-4.2.113: demag_gui	WP.84a
This study	MT	5.9	284.0	-4.1	5.4	2	11	100.0	WP.84a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 16:38:02	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.84a	pmagpy-4.2.113: demag_gui	WP.84a
This study	HT	4.0	276.5	2.2	3.6	1	8	0.0	WP.85a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:03:09	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.85a	pmagpy-4.2.113: demag_gui	WP.85a
This study	HT	4.0	276.5	-1.1	3.6	1	8	100.0	WP.85a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:03:09	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.85a	pmagpy-4.2.113: demag_gui	WP.85a
This study	HT	1.5	282.7	-1.6	2.4	1	8	0.0	WP.86a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:04:40	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.86a	pmagpy-4.2.113: demag_gui	WP.86a
This study	HT	1.5	282.8	-4.8	2.4	1	8	100.0	WP.86a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:04:40	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.86a	pmagpy-4.2.113: demag_gui	WP.86a
This study	MT	5.7	308.3	-2.6	12.8	2	14	100.0	WP.87a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:06:24	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.87a	pmagpy-4.2.113: demag_gui	WP.87a
This study	HT	3.6	316.9	3.8	2.9	2	8	100.0	WP.87a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:06:24	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.87a	pmagpy-4.2.113: demag_gui	WP.87a
This study	HT	3.6	317.4	-0.3	2.9	2	8	0.0	WP.87a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:06:24	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.87a	pmagpy-4.2.113: demag_gui	WP.87a
This study	MT	5.7	307.3	-3.9	12.8	2	14	0.0	WP.87a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:06:24	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.87a	pmagpy-4.2.113: demag_gui	WP.87a
This study	HT	4.6	290.5	-1.5	2.4	1	8	0.0	WP.88a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:09:10	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.88a	pmagpy-4.2.113: demag_gui	WP.88a
This study	HT	4.6	291.4	-5.0	2.4	1	8	100.0	WP.88a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-26 15:09:10	u	Sandstone	953.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.88a	pmagpy-4.2.113: demag_gui	WP.88a
This study	MT	10.4	289.6	-19.5	11.5	2	12	100.0	WP.89a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:32:14	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.89a	pmagpy-4.2.113: demag_gui	WP.89a
This study	HT	3.6	286.6	-1.3	8.0	2	11	0.0	WP.89a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:32:14	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.89a	pmagpy-4.2.113: demag_gui	WP.89a
This study	MT	10.4	284.6	-14.9	11.5	2	12	0.0	WP.89a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:32:14	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.89a	pmagpy-4.2.113: demag_gui	WP.89a
This study	HT	3.6	287.6	-5.9	8.0	2	11	100.0	WP.89a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:32:14	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.89a	pmagpy-4.2.113: demag_gui	WP.89a
This study	HT	0.5	298.7	2.3	3.5	2	11	100.0	WP.90a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:33:45	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.90a	pmagpy-4.2.113: demag_gui	WP.90a
This study	MT	6.8	286.2	-4.6	8.1	2	13	100.0	WP.90a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:33:45	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.90a	pmagpy-4.2.113: demag_gui	WP.90a
This study	HT	0.5	299.5	3.5	3.5	2	11	0.0	WP.90a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:33:45	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.90a	pmagpy-4.2.113: demag_gui	WP.90a
This study	MT	6.8	285.6	0.4	8.1	2	13	0.0	WP.90a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:33:45	u	Sandstone	913.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.90a	pmagpy-4.2.113: demag_gui	WP.90a
This study	MT	9.1	281.2	-4.7	8.1	2	12	0.0	WP.91a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:35:29	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.91a	pmagpy-4.2.113: demag_gui	WP.91a
This study	HT	6.6	293.1	-3.9	5.9	2	11	100.0	WP.91a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:35:29	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.91a	pmagpy-4.2.113: demag_gui	WP.91a
This study	HT	6.6	292.4	-0.8	5.9	2	11	0.0	WP.91a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:35:29	u	Sandstone	959.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WP.91a	pmagpy-4.2.113: demag_gui	WP.91a
This study	MT	9.1	283.3	-10.6	8.1	2	12	100.0	WP.91a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2023-10-30 13:35:29	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WP.91a	pmagpy-4.2.113: demag_gui	WP.91a
This study	HT	0.0	297.2	28.7	5.0	1	6	100.0	WRF.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:37:34	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	WRF.10a	pmagpy-4.2.113: demag_gui	WRF.10a
This study	HT	0.0	300.5	7.7	5.0	1	6	0.0	WRF.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:37:34	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	WRF.10a	pmagpy-4.2.113: demag_gui	WRF.10a
This study	HT	0.0	288.6	4.6	1.7	1	6	100.0	WRF.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:39:53	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	WRF.11a	pmagpy-4.2.113: demag_gui	WRF.11a
This study	HT	0.0	287.4	-14.3	1.7	1	6	0.0	WRF.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:39:53	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	WRF.11a	pmagpy-4.2.113: demag_gui	WRF.11a
This study	MT	11.6	296.6	-12.0	8.5	2	12	100.0	WRF.12a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:41:06	u	Sandstone	903.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.12a	pmagpy-4.2.113: demag_gui	WRF.12a
This study	HT	1.2	297.4	0.8	1.4	2	5	100.0	WRF.12a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:41:06	u	Sandstone	946.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.12a	pmagpy-4.2.113: demag_gui	WRF.12a
This study	MT	11.6	291.7	-32.2	8.5	2	12	0.0	WRF.12a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:41:06	u	Sandstone	903.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WRF.12a	pmagpy-4.2.113: demag_gui	WRF.12a
This study	HT	1.2	295.5	-19.8	1.4	2	5	0.0	WRF.12a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:41:06	u	Sandstone	946.0	923.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WRF.12a	pmagpy-4.2.113: demag_gui	WRF.12a
This study	HT	0.0	305.2	-7.0	1.9	1	6	100.0	WRF.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:42:15	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	WRF.13a	pmagpy-4.2.113: demag_gui	WRF.13a
This study	HT	0.0	302.5	-28.9	1.9	1	6	0.0	WRF.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-01-31 17:42:15	u	Sandstone	949.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	WRF.13a	pmagpy-4.2.113: demag_gui	WRF.13a
This study																		LP-NOMAG		WRF.14a		WRF.14a
This study	MT	13.9	280.1	-35.2	15.5	2	13	100.0	WRF.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 18:18:34	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.15a	pmagpy-4.2.113: demag_gui	WRF.15a
This study	HT	2.1	274.4	-18.9	3.2	2	8	100.0	WRF.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 18:18:34	u	Sandstone	955.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.15a	pmagpy-4.2.113: demag_gui	WRF.15a
This study	MT	13.9	262.9	-49.5	15.5	2	13	0.0	WRF.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 18:18:34	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WRF.15a	pmagpy-4.2.113: demag_gui	WRF.15a
This study	HT	2.1	265.1	-32.5	3.2	2	8	0.0	WRF.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 18:18:34	u	Sandstone	955.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WRF.15a	pmagpy-4.2.113: demag_gui	WRF.15a
This study	HT	3.0	299.0	-22.3	3.0	1	8	100.0	WRF.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 17:41:12	u	Sandstone	955.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.16a	pmagpy-4.2.113: demag_gui	WRF.16a
This study	HT	3.0	291.6	-42.8	3.0	1	8	0.0	WRF.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 17:41:12	u	Sandstone	955.0	933.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	WRF.16a	pmagpy-4.2.113: demag_gui	WRF.16a
This study	MT	5.1	302.6	-13.9	16.3	2	12	100.0	WRF.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2024-02-02 17:42:35	u	Sandstone	903.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	WRF.17a	pmagpy-4.2.113: demag_gui	WRF.17a
