tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	MT	8.9	237.0	43.0	8.7	2	16	0.0	BRc.32a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:35:32	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.32a	pmagpy-4.2.113: demag_gui	BRc.32a
This study	HT	0.0	239.4	32.4	2.6	2	9	0.0	BRc.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:53:10	u	Sandstone	960.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.33a	pmagpy-4.2.113: demag_gui	BRc.33a
This study	HT	0.0	251.4	-13.0	2.6	2	9	100.0	BRc.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:53:10	u	Sandstone	960.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.33a	pmagpy-4.2.113: demag_gui	BRc.33a
This study	MT	4.1	260.5	-19.6	18.6	2	14	100.0	BRc.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:53:10	u	Sandstone	918.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.33a	pmagpy-4.2.113: demag_gui	BRc.33a
This study	MT	4.1	251.8	35.8	18.6	2	14	0.0	BRc.33a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:53:10	u	Sandstone	918.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.33a	pmagpy-4.2.113: demag_gui	BRc.33a
This study	HT	0.0	270.0	-33.7	2.4	2	7	100.0	BRc.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:55:56	u	Sandstone	957.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.34a	pmagpy-4.2.113: demag_gui	BRc.34a
This study	MT	3.5	275.9	-35.6	9.7	2	16	100.0	BRc.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:55:56	u	Sandstone	933.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.34a	pmagpy-4.2.113: demag_gui	BRc.34a
This study	HT	0.0	270.9	31.3	2.4	2	7	0.0	BRc.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:55:56	u	Sandstone	957.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.34a	pmagpy-4.2.113: demag_gui	BRc.34a
This study	MT	3.5	277.0	32.3	9.7	2	16	0.0	BRc.34a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:55:56	u	Sandstone	933.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.34a	pmagpy-4.2.113: demag_gui	BRc.34a
This study	HT	0.0	247.5	3.4	1.9	2	7	100.0	BRc.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:37:10	u	Sandstone	960.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.35a	pmagpy-4.2.113: demag_gui	BRc.35a
This study	HT	0.0	219.3	35.6	1.9	2	7	0.0	BRc.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:37:10	u	Sandstone	960.0	946.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.35a	pmagpy-4.2.113: demag_gui	BRc.35a
This study	MT	1.7	222.9	39.0	11.1	2	17	0.0	BRc.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:37:10	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.35a	pmagpy-4.2.113: demag_gui	BRc.35a
This study	MT	1.7	251.6	1.8	11.1	2	17	100.0	BRc.35a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:37:10	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.35a	pmagpy-4.2.113: demag_gui	BRc.35a
This study	MT	0.9	280.9	-6.4	17.7	2	16	100.0	BRc.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:38:35	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.38a	pmagpy-4.2.113: demag_gui	BRc.38a
This study	HT	0.0	254.5	61.3	4.7	2	5	0.0	BRc.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:38:35	u	Sandstone	957.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.38a	pmagpy-4.2.113: demag_gui	BRc.38a
This study	MT	0.9	258.8	59.2	17.7	2	16	0.0	BRc.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:38:35	u	Sandstone	928.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.38a	pmagpy-4.2.113: demag_gui	BRc.38a
This study	HT	0.0	280.7	-3.5	4.7	2	5	100.0	BRc.38a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:38:35	u	Sandstone	957.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.38a	pmagpy-4.2.113: demag_gui	BRc.38a
This study	HT	0.0	261.5	-19.4	6.6	2	6	100.0	BRc.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:29:54	u	Sandstone	955.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.3a	pmagpy-4.2.113: demag_gui	BRc.3a
This study	MT	3.1	267.1	-6.7	8.3	2	14	100.0	BRc.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:29:54	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.3a	pmagpy-4.2.113: demag_gui	BRc.3a
This study	HT	0.0	252.5	36.7	6.6	2	6	0.0	BRc.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:29:54	u	Sandstone	955.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.3a	pmagpy-4.2.113: demag_gui	BRc.3a
This study	MT	3.1	243.4	48.9	8.3	2	14	0.0	BRc.3a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:29:54	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.3a	pmagpy-4.2.113: demag_gui	BRc.3a
This study	HT	0.0	272.1	-8.1	0.9	2	4	100.0	BRc.45a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:39:58	u	Sandstone	960.0	953.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.45a	pmagpy-4.2.113: demag_gui	BRc.45a
This study	MT	2.0	248.5	52.4	19.5	2	18	0.0	BRc.45a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:39:58	u	Sandstone	941.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.45a	pmagpy-4.2.113: demag_gui	BRc.45a
This study	HT	0.0	249.9	51.9	0.9	2	4	0.0	BRc.45a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:39:58	u	Sandstone	960.0	953.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.45a	pmagpy-4.2.113: demag_gui	BRc.45a
This study	MT	2.0	271.9	-7.1	19.5	2	18	100.0	BRc.45a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:39:58	u	Sandstone	941.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.45a	pmagpy-4.2.113: demag_gui	BRc.45a
This study	MT	2.7	264.4	-1.8	13.6	2	1	100.0	BRc.4a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:42:41	u	Sandstone	933.0	853.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.4a	pmagpy-4.2.113: demag_gui	BRc.4a
This study	HT	0.0	265.0	-6.2	3.1	2	6	100.0	BRc.4a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:42:41	u	Sandstone	955.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.4a	pmagpy-4.2.113: demag_gui	BRc.4a
This study	MT	2.7	234.9	49.1	13.6	2	1	0.0	BRc.4a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:42:41	u	Sandstone	933.0	853.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.4a	pmagpy-4.2.113: demag_gui	BRc.4a
This study	HT	0.0	241.0	47.4	3.1	2	6	0.0	BRc.4a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 14:42:41	u	Sandstone	955.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.4a	pmagpy-4.2.113: demag_gui	BRc.4a
This study	MT	12.5	267.8	-5.4	12.9	2	11	100.0	BRc.7a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:31:24	u	Sandstone	913.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRc.7a	pmagpy-4.2.113: demag_gui	BRc.7a
This study	MT	12.5	242.4	50.2	12.9	2	11	0.0	BRc.7a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:31:24	u	Sandstone	913.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRc.7a	pmagpy-4.2.113: demag_gui	BRc.7a
This study	HT	0.0	229.4	39.0	8.0	2	9	0.0	BRc.7a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:31:24	u	Sandstone	960.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRc.7a	pmagpy-4.2.113: demag_gui	BRc.7a
This study	HT	0.0	253.6	-2.9	8.0	2	9	100.0	BRc.7a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-10 15:31:24	u	Sandstone	960.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRc.7a	pmagpy-4.2.113: demag_gui	BRc.7a
This study	MT	4.5	278.2	-15.3	12.6	2	12	100.0	BRd.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:19:59	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.10a	pmagpy-4.2.113: demag_gui	BRd.10a
This study	HT	0.0	279.6	-14.2	4.0	2	11	100.0	BRd.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:19:59	u	Sandstone	958.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.10a	pmagpy-4.2.113: demag_gui	BRd.10a
This study	HT	0.0	265.6	52.3	4.0	2	11	0.0	BRd.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:19:59	u	Sandstone	958.0	936.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.10a	pmagpy-4.2.113: demag_gui	BRd.10a
This study	MT	4.5	264.8	50.6	12.6	2	12	0.0	BRd.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:19:59	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.10a	pmagpy-4.2.113: demag_gui	BRd.10a
This study	HT	14.1	288.3	-32.3	23.6	2	6	100.0	BRd.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:21:27	u	Sandstone	954.0	944.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.11a	pmagpy-4.2.113: demag_gui	BRd.11a
This study	HT	14.1	287.1	39.3	23.6	2	6	0.0	BRd.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:21:27	u	Sandstone	954.0	944.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.11a	pmagpy-4.2.113: demag_gui	BRd.11a
This study	MT	0.9	289.4	51.5	8.1	2	15	0.0	BRd.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:21:27	u	Sandstone	929.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.11a	pmagpy-4.2.113: demag_gui	BRd.11a
This study	MT	0.9	293.4	-20.8	8.1	2	15	100.0	BRd.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:21:27	u	Sandstone	929.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.11a	pmagpy-4.2.113: demag_gui	BRd.11a
This study																		LP-NOMAG		BRd.12a		BRd.12a
This study	HT	0.0	259.7	-6.7	5.1	2	5	100.0	BRd.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:54:20	u	Sandstone	948.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.13a	pmagpy-4.2.113: demag_gui	BRd.13a
This study	MT	10.2	255.9	60.7	7.5	2	1	0.0	BRd.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:54:20	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.13a	pmagpy-4.2.113: demag_gui	BRd.13a
This study	HT	0.0	237.7	42.7	5.1	2	5	0.0	BRd.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:54:20	u	Sandstone	948.0	938.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.13a	pmagpy-4.2.113: demag_gui	BRd.13a
This study	MT	10.2	280.8	-4.3	7.5	2	1	100.0	BRd.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:54:20	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.13a	pmagpy-4.2.113: demag_gui	BRd.13a
This study	MT	2.5	262.2	-4.4	10.1	2	11	100.0	BRd.14a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:55:53	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.14a	pmagpy-4.2.113: demag_gui	BRd.14a
This study	HT	0.0	263.1	-5.2	12.6	2	4	100.0	BRd.14a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:55:53	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.14a	pmagpy-4.2.113: demag_gui	BRd.14a
This study	MT	2.5	236.6	46.0	10.1	2	11	0.0	BRd.14a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:55:53	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.14a	pmagpy-4.2.113: demag_gui	BRd.14a
This study	HT	0.0	238.3	46.3	12.6	2	4	0.0	BRd.14a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:55:53	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.14a	pmagpy-4.2.113: demag_gui	BRd.14a
This study	HT	0.0	244.9	42.0	8.5	2	4	0.0	BRd.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:28:58	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.15a	pmagpy-4.2.113: demag_gui	BRd.15a
This study	HT	0.0	262.0	-11.5	8.5	2	4	100.0	BRd.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:28:58	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.15a	pmagpy-4.2.113: demag_gui	BRd.15a
This study	MT	1.4	269.8	-15.7	6.2	2	19	100.0	BRd.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:28:58	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.15a	pmagpy-4.2.113: demag_gui	BRd.15a
This study	MT	1.4	256.0	45.0	6.2	2	19	0.0	BRd.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:28:58	u	Sandstone	938.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.15a	pmagpy-4.2.113: demag_gui	BRd.15a
This study	HT	0.0	245.0	66.5	3.4	2	4	0.0	BRd.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:30:24	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.16a	pmagpy-4.2.113: demag_gui	BRd.16a
This study	MT	2.6	254.1	65.7	14.8	2	1	0.0	BRd.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:30:24	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.16a	pmagpy-4.2.113: demag_gui	BRd.16a
This study	HT	0.0	281.9	3.1	3.4	2	4	100.0	BRd.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:30:24	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.16a	pmagpy-4.2.113: demag_gui	BRd.16a
This study	MT	2.6	283.6	-0.2	14.8	2	1	100.0	BRd.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:30:24	u	Sandstone	923.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.16a	pmagpy-4.2.113: demag_gui	BRd.16a
This study	MT	9.3	282.8	59.2	10.5	2	11	0.0	BRd.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:31:47	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.17a	pmagpy-4.2.113: demag_gui	BRd.17a
This study	HT	0.0	259.0	55.4	5.4	2	3	0.0	BRd.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:31:47	u	Sandstone	948.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.17a	pmagpy-4.2.113: demag_gui	BRd.17a
This study	MT	9.3	291.7	-12.4	10.5	2	11	100.0	BRd.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:31:47	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.17a	pmagpy-4.2.113: demag_gui	BRd.17a
This study	HT	0.0	278.4	-9.4	5.4	2	3	100.0	BRd.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:31:47	u	Sandstone	948.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.17a	pmagpy-4.2.113: demag_gui	BRd.17a
This study	MT	5.3	269.5	51.6	10.2	2	7	0.0	BRd.18a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:57:23	u	Sandstone	913.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.18a	pmagpy-4.2.113: demag_gui	BRd.18a
This study	HT	0.0	271.6	-9.1	7.8	2	4	100.0	BRd.18a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:57:23	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.18a	pmagpy-4.2.113: demag_gui	BRd.18a
This study	HT	0.0	250.6	50.8	7.8	2	4	0.0	BRd.18a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:57:23	u	Sandstone	950.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.18a	pmagpy-4.2.113: demag_gui	BRd.18a
This study	MT	5.3	281.4	-16.1	10.2	2	7	100.0	BRd.18a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 10:57:23	u	Sandstone	913.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.18a	pmagpy-4.2.113: demag_gui	BRd.18a
This study	MT	6.4	238.7	60.1	13.6	2	13	0.0	BRd.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:34:32	u	Sandstone	926.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.19a	pmagpy-4.2.113: demag_gui	BRd.19a
This study	HT	0.0	259.0	-6.6	5.4	2	4	100.0	BRd.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:34:32	u	Sandstone	954.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.19a	pmagpy-4.2.113: demag_gui	BRd.19a
This study	HT	0.0	237.1	42.1	5.4	2	4	0.0	BRd.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:34:32	u	Sandstone	954.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.19a	pmagpy-4.2.113: demag_gui	BRd.19a
This study	MT	6.4	274.9	1.8	13.6	2	13	100.0	BRd.19a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:34:32	u	Sandstone	926.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.19a	pmagpy-4.2.113: demag_gui	BRd.19a
This study	HT	0.0	228.9	60.3	24.7	2	9	0.0	BRd.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:11:15	u	Sandstone	950.0	929.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.1a	pmagpy-4.2.113: demag_gui	BRd.1a
This study	HT	0.0	272.8	6.2	24.7	2	9	100.0	BRd.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:11:15	u	Sandstone	950.0	929.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.1a	pmagpy-4.2.113: demag_gui	BRd.1a
This study	MT	5.9	271.5	-6.9	17.6	2	12	100.0	BRd.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:11:15	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.1a	pmagpy-4.2.113: demag_gui	BRd.1a
This study	MT	5.9	247.9	52.2	17.6	2	12	0.0	BRd.1a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:11:15	u	Sandstone	923.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.1a	pmagpy-4.2.113: demag_gui	BRd.1a
This study	MT	5.0	265.2	45.6	8.6	2	2	0.0	BRd.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:35:59	u	Sandstone	944.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.20a	pmagpy-4.2.113: demag_gui	BRd.20a
This study	HT	0.0	244.2	46.0	10.0	2	5	0.0	BRd.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:35:59	u	Sandstone	958.0	950.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.20a	pmagpy-4.2.113: demag_gui	BRd.20a
This study	HT	0.0	265.1	-8.8	10.0	2	5	100.0	BRd.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:35:59	u	Sandstone	958.0	950.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.20a	pmagpy-4.2.113: demag_gui	BRd.20a
This study	MT	5.0	275.3	-19.5	8.6	2	2	100.0	BRd.20a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:35:59	u	Sandstone	944.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.20a	pmagpy-4.2.113: demag_gui	BRd.20a
This study	MT	4.9	240.8	49.4	13.3	1	13	0.0	BRd.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:21:12	u	Sandstone	934.0	828.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.21a	pmagpy-4.2.113: demag_gui	BRd.21a
This study	MT	4.9	266.6	-5.0	13.3	1	13	100.0	BRd.21a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:21:12	u	Sandstone	934.0	828.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.21a	pmagpy-4.2.113: demag_gui	BRd.21a
This study	HT	0.0	246.4	50.8	1.6	2	11	0.0	BRd.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:39:00	u	Sandstone	958.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.22a	pmagpy-4.2.113: demag_gui	BRd.22a
This study	MT	2.5	273.6	-6.0	9.0	2	14	100.0	BRd.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:39:00	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.22a	pmagpy-4.2.113: demag_gui	BRd.22a
This study	HT	0.0	269.8	-7.0	1.6	2	11	100.0	BRd.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:39:00	u	Sandstone	958.0	934.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRd.22a	pmagpy-4.2.113: demag_gui	BRd.22a
This study	MT	2.5	248.8	54.4	9.0	2	14	0.0	BRd.22a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-04 17:39:00	u	Sandstone	926.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.22a	pmagpy-4.2.113: demag_gui	BRd.22a
This study	MT	8.8	271.8	62.7	10.0	2	12	0.0	BRd.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:00:37	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRd.23a	pmagpy-4.2.113: demag_gui	BRd.23a
This study	HT	0.0	232.0	59.2	18.9	2	6	0.0	BRd.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:00:37	u	Sandstone	936.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRd.23a	pmagpy-4.2.113: demag_gui	BRd.23a
This study	MT	8.8	288.1	-7.1	10.0	2	12	100.0	BRd.23a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-08-05 11:00:37	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRd.23a	pmagpy-4.2.113: demag_gui	BRd.23a
