tab 	sites
age	age_high	age_low	age_sigma	age_unit	citations	criteria	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	samples	site	software_packages	specimens
1051	1053	1050	2	Ma	This study	ACCEPT	4.0	HT	253.7	64.1	20	65	65	65	t	61.876	0	Sedimentary	Sediment Layer	46.6	Sandstone	Lake Road	269.6	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	LRb.10:LRb.11:LRb.12:LRb.13:LRb.14:LRb.15:LRb.16:LRb.17:LRb.19:LRb.1:LRb.20:LRb.21:LRb.22:LRb.23:LRb.24:LRb.25:LRb.26:LRb.27:LRb.28:LRb.29:LRb.2:LRb.30:LRb.31:LRb.32:LRb.33:LRb.34:LRb.35:LRb.36:LRb.37:LRb.38:LRb.39:LRb.3:LRb.40:LRb.41:LRb.42:LRb.43:LRb.44:LRb.45:LRb.46:LRb.47:LRb.48:LRb.49:LRb.4:LRb.50:LRb.51:LRb.52:LRb.53:LRb.54:LRb.55:LRb.56:LRb.57:LRb.58:LRb.59:LRb.5:LRb.60:LRb.61:LRb.63:LRb.64:LRb.65:LRb.66:LRb.67:LRb.6:LRb.7:LRb.8:LRb.9	LRb	pmagpy-4.2.113: demag_gui.v.3.0	LRb.10a:LRb.11a:LRb.12a:LRb.13a:LRb.14a:LRb.15a:LRb.16a:LRb.17a:LRb.19a:LRb.1a:LRb.20a:LRb.21a:LRb.22a:LRb.23a:LRb.24a:LRb.25a:LRb.26a:LRb.27a:LRb.28a:LRb.29a:LRb.2a:LRb.30a:LRb.31a:LRb.32a:LRb.33a:LRb.34a:LRb.35a:LRb.36a:LRb.37a:LRb.38a:LRb.39a:LRb.3a:LRb.40a:LRb.41a:LRb.42a:LRb.43a:LRb.44a:LRb.45a:LRb.46a:LRb.47a:LRb.48a:LRb.49a:LRb.4a:LRb.50a:LRb.51a:LRb.52a:LRb.53a:LRb.54a:LRb.55a:LRb.56a:LRb.57a:LRb.58a:LRb.59a:LRb.5a:LRb.60a:LRb.61a:LRb.63a:LRb.64a:LRb.65a:LRb.66a:LRb.67a:LRb.6a:LRb.7a:LRb.8a:LRb.9a
1051	1053	1050	2	Ma	This study	ACCEPT	3.1	MT	266.3	60.5	42	52	52	52	t	50.7733	0	Sedimentary	Sediment Layer	46.6	Sandstone	Lake Road	269.6	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	LRb.10:LRb.11:LRb.12:LRb.13:LRb.16:LRb.17:LRb.19:LRb.1:LRb.20:LRb.21:LRb.22:LRb.23:LRb.25:LRb.26:LRb.28:LRb.2:LRb.30:LRb.31:LRb.32:LRb.34:LRb.35:LRb.36:LRb.37:LRb.38:LRb.39:LRb.3:LRb.40:LRb.41:LRb.42:LRb.43:LRb.45:LRb.47:LRb.48:LRb.49:LRb.4:LRb.50:LRb.51:LRb.53:LRb.55:LRb.56:LRb.57:LRb.58:LRb.59:LRb.5:LRb.61:LRb.63:LRb.64:LRb.66:LRb.67:LRb.6:LRb.7:LRb.8	LRb	pmagpy-4.2.113: demag_gui.v.3.0	LRb.10a:LRb.11a:LRb.12a:LRb.13a:LRb.16a:LRb.17a:LRb.19a:LRb.1a:LRb.20a:LRb.21a:LRb.22a:LRb.23a:LRb.25a:LRb.26a:LRb.28a:LRb.2a:LRb.30a:LRb.31a:LRb.32a:LRb.34a:LRb.35a:LRb.36a:LRb.37a:LRb.38a:LRb.39a:LRb.3a:LRb.40a:LRb.41a:LRb.42a:LRb.43a:LRb.45a:LRb.47a:LRb.48a:LRb.49a:LRb.4a:LRb.50a:LRb.51a:LRb.53a:LRb.55a:LRb.56a:LRb.57a:LRb.58a:LRb.59a:LRb.5a:LRb.61a:LRb.63a:LRb.64a:LRb.66a:LRb.67a:LRb.6a:LRb.7a:LRb.8a
1051	1053	1050	2	Ma	This study	ACCEPT	4.0	HT	299.7	4.3	20	65	65	65	t	61.8774	100	Sedimentary	Sediment Layer	46.6	Sandstone	Lake Road	269.6	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	LRb.10:LRb.11:LRb.12:LRb.13:LRb.14:LRb.15:LRb.16:LRb.17:LRb.19:LRb.1:LRb.20:LRb.21:LRb.22:LRb.23:LRb.24:LRb.25:LRb.26:LRb.27:LRb.28:LRb.29:LRb.2:LRb.30:LRb.31:LRb.32:LRb.33:LRb.34:LRb.35:LRb.36:LRb.37:LRb.38:LRb.39:LRb.3:LRb.40:LRb.41:LRb.42:LRb.43:LRb.44:LRb.45:LRb.46:LRb.47:LRb.48:LRb.49:LRb.4:LRb.50:LRb.51:LRb.52:LRb.53:LRb.54:LRb.55:LRb.56:LRb.57:LRb.58:LRb.59:LRb.5:LRb.60:LRb.61:LRb.63:LRb.64:LRb.65:LRb.66:LRb.67:LRb.6:LRb.7:LRb.8:LRb.9	LRb	pmagpy-4.2.113: demag_gui.v.3.0	LRb.10a:LRb.11a:LRb.12a:LRb.13a:LRb.14a:LRb.15a:LRb.16a:LRb.17a:LRb.19a:LRb.1a:LRb.20a:LRb.21a:LRb.22a:LRb.23a:LRb.24a:LRb.25a:LRb.26a:LRb.27a:LRb.28a:LRb.29a:LRb.2a:LRb.30a:LRb.31a:LRb.32a:LRb.33a:LRb.34a:LRb.35a:LRb.36a:LRb.37a:LRb.38a:LRb.39a:LRb.3a:LRb.40a:LRb.41a:LRb.42a:LRb.43a:LRb.44a:LRb.45a:LRb.46a:LRb.47a:LRb.48a:LRb.49a:LRb.4a:LRb.50a:LRb.51a:LRb.52a:LRb.53a:LRb.54a:LRb.55a:LRb.56a:LRb.57a:LRb.58a:LRb.59a:LRb.5a:LRb.60a:LRb.61a:LRb.63a:LRb.64a:LRb.65a:LRb.66a:LRb.67a:LRb.6a:LRb.7a:LRb.8a:LRb.9a
1051	1053	1050	2	Ma	This study	ACCEPT	3.1	MT	299.4	-2.6	42	52	52	52	t	50.7735	100	Sedimentary	Sediment Layer	46.6	Sandstone	Lake Road	269.6	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	LRb.10:LRb.11:LRb.12:LRb.13:LRb.16:LRb.17:LRb.19:LRb.1:LRb.20:LRb.21:LRb.22:LRb.23:LRb.25:LRb.26:LRb.28:LRb.2:LRb.30:LRb.31:LRb.32:LRb.34:LRb.35:LRb.36:LRb.37:LRb.38:LRb.39:LRb.3:LRb.40:LRb.41:LRb.42:LRb.43:LRb.45:LRb.47:LRb.48:LRb.49:LRb.4:LRb.50:LRb.51:LRb.53:LRb.55:LRb.56:LRb.57:LRb.58:LRb.59:LRb.5:LRb.61:LRb.63:LRb.64:LRb.66:LRb.67:LRb.6:LRb.7:LRb.8	LRb	pmagpy-4.2.113: demag_gui.v.3.0	LRb.10a:LRb.11a:LRb.12a:LRb.13a:LRb.16a:LRb.17a:LRb.19a:LRb.1a:LRb.20a:LRb.21a:LRb.22a:LRb.23a:LRb.25a:LRb.26a:LRb.28a:LRb.2a:LRb.30a:LRb.31a:LRb.32a:LRb.34a:LRb.35a:LRb.36a:LRb.37a:LRb.38a:LRb.39a:LRb.3a:LRb.40a:LRb.41a:LRb.42a:LRb.43a:LRb.45a:LRb.47a:LRb.48a:LRb.49a:LRb.4a:LRb.50a:LRb.51a:LRb.53a:LRb.55a:LRb.56a:LRb.57a:LRb.58a:LRb.59a:LRb.5a:LRb.61a:LRb.63a:LRb.64a:LRb.66a:LRb.67a:LRb.6a:LRb.7a:LRb.8a
1047	1060	1040	7	Ma	This study	ACCEPT	5.1	HT	278.6	-13.2	36	23	23	23	t	22.3839	0	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	WP.10:WP.11:WP.12:WP.13:WP.14:WP.15:WP.16:WP.17:WP.18:WP.19:WP.1:WP.20:WP.21:WP.22:WP.23:WP.2:WP.3:WP.4:WP.5:WP.6:WP.7:WP.8:WP.9	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.10a:WP.11a:WP.12a:WP.13a:WP.14a:WP.15a:WP.16a:WP.17a:WP.18a:WP.19a:WP.1a:WP.20a:WP.21a:WP.22a:WP.23a:WP.2a:WP.3a:WP.4a:WP.5a:WP.6a:WP.7a:WP.8a:WP.9a
1047	1060	1040	7	Ma	This study	ACCEPT	4.3	MT	279.4	-11.5	51	23	23	23	t	22.568	0	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	WP.10:WP.11:WP.12:WP.13:WP.14:WP.15:WP.16:WP.17:WP.18:WP.19:WP.1:WP.20:WP.21:WP.22:WP.23:WP.2:WP.3:WP.4:WP.5:WP.6:WP.7:WP.8:WP.9	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.10a:WP.11a:WP.12a:WP.13a:WP.14a:WP.15a:WP.16a:WP.17a:WP.18a:WP.19a:WP.1a:WP.20a:WP.21a:WP.22a:WP.23a:WP.2a:WP.3a:WP.4a:WP.5a:WP.6a:WP.7a:WP.8a:WP.9a
1047	1060	1040	7	Ma	This study	ACCEPT	5.1	HT	277.9	-17.0	36	23	23	23	t	22.3837	100	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	WP.10:WP.11:WP.12:WP.13:WP.14:WP.15:WP.16:WP.17:WP.18:WP.19:WP.1:WP.20:WP.21:WP.22:WP.23:WP.2:WP.3:WP.4:WP.5:WP.6:WP.7:WP.8:WP.9	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.10a:WP.11a:WP.12a:WP.13a:WP.14a:WP.15a:WP.16a:WP.17a:WP.18a:WP.19a:WP.1a:WP.20a:WP.21a:WP.22a:WP.23a:WP.2a:WP.3a:WP.4a:WP.5a:WP.6a:WP.7a:WP.8a:WP.9a
1047	1060	1040	7	Ma	This study	ACCEPT	4.3	MT	278.8	-15.3	51	23	23	23	t	22.5683	100	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	WP.10:WP.11:WP.12:WP.13:WP.14:WP.15:WP.16:WP.17:WP.18:WP.19:WP.1:WP.20:WP.21:WP.22:WP.23:WP.2:WP.3:WP.4:WP.5:WP.6:WP.7:WP.8:WP.9	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.10a:WP.11a:WP.12a:WP.13a:WP.14a:WP.15a:WP.16a:WP.17a:WP.18a:WP.19a:WP.1a:WP.20a:WP.21a:WP.22a:WP.23a:WP.2a:WP.3a:WP.4a:WP.5a:WP.6a:WP.7a:WP.8a:WP.9a
1047	1060	1040	7	Ma	This study	ACCEPT	3.1	HT	282.6	-1.6	32	67	67	67	t	64.9255	0	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	WP.24a:WP.25a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.37a:WP.38a:WP.39a:WP.40a:WP.41a:WP.42a:WP.43a:WP.44a:WP.45a:WP.47a:WP.48a:WP.49a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.55a:WP.56a:WP.57a:WP.58a:WP.59a:WP.60a:WP.61a:WP.62a:WP.63a:WP.64a:WP.65a:WP.66a:WP.67a:WP.68a:WP.69a:WP.70a:WP.71a:WP.72a:WP.73a:WP.74a:WP.75a:WP.76a:WP.77a:WP.78a:WP.79a:WP.80a:WP.81a:WP.82a:WP.83a:WP.84a:WP.85a:WP.86a:WP.87a:WP.88a:WP.89a:WP.90a:WP.91a	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.24a:WP.25a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.37a:WP.38a:WP.39a:WP.40a:WP.41a:WP.42a:WP.43a:WP.44a:WP.45a:WP.47a:WP.48a:WP.49a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.55a:WP.56a:WP.57a:WP.58a:WP.59a:WP.60a:WP.61a:WP.62a:WP.63a:WP.64a:WP.65a:WP.66a:WP.67a:WP.68a:WP.69a:WP.70a:WP.71a:WP.72a:WP.73a:WP.74a:WP.75a:WP.76a:WP.77a:WP.78a:WP.79a:WP.80a:WP.81a:WP.82a:WP.83a:WP.84a:WP.85a:WP.86a:WP.87a:WP.88a:WP.89a:WP.90a:WP.91a
1047	1060	1040	7	Ma	This study	ACCEPT	3.9	MT	281.1	-2.6	44	32	32	32	t	31.2919	0	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	WP.24a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.39a:WP.43a:WP.44a:WP.45a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.56a:WP.58a:WP.69a:WP.76a:WP.82a:WP.83a:WP.84a:WP.87a:WP.89a:WP.90a:WP.91a	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.24a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.39a:WP.43a:WP.44a:WP.45a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.56a:WP.58a:WP.69a:WP.76a:WP.82a:WP.83a:WP.84a:WP.87a:WP.89a:WP.90a:WP.91a
1047	1060	1040	7	Ma	This study	ACCEPT	3.1	HT	282.7	-4.8	32	67	67	67	t	64.9164	100	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	g	WP.24a:WP.25a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.37a:WP.38a:WP.39a:WP.40a:WP.41a:WP.42a:WP.43a:WP.44a:WP.45a:WP.47a:WP.48a:WP.49a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.55a:WP.56a:WP.57a:WP.58a:WP.59a:WP.60a:WP.61a:WP.62a:WP.63a:WP.64a:WP.65a:WP.66a:WP.67a:WP.68a:WP.69a:WP.70a:WP.71a:WP.72a:WP.73a:WP.74a:WP.75a:WP.76a:WP.77a:WP.78a:WP.79a:WP.80a:WP.81a:WP.82a:WP.83a:WP.84a:WP.85a:WP.86a:WP.87a:WP.88a:WP.89a:WP.90a:WP.91a	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.24a:WP.25a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.37a:WP.38a:WP.39a:WP.40a:WP.41a:WP.42a:WP.43a:WP.44a:WP.45a:WP.47a:WP.48a:WP.49a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.55a:WP.56a:WP.57a:WP.58a:WP.59a:WP.60a:WP.61a:WP.62a:WP.63a:WP.64a:WP.65a:WP.66a:WP.67a:WP.68a:WP.69a:WP.70a:WP.71a:WP.72a:WP.73a:WP.74a:WP.75a:WP.76a:WP.77a:WP.78a:WP.79a:WP.80a:WP.81a:WP.82a:WP.83a:WP.84a:WP.85a:WP.86a:WP.87a:WP.88a:WP.89a:WP.90a:WP.91a
1047	1060	1040	7	Ma	This study	ACCEPT	4.0	MT	281.3	-5.9	42	32	32	32	t	31.2658	100	Sedimentary	Sediment Layer	47.0	Sandstone	Wolf Point	271.0	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	WP.24a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.39a:WP.43a:WP.44a:WP.45a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.56a:WP.58a:WP.69a:WP.76a:WP.82a:WP.83a:WP.84a:WP.87a:WP.89a:WP.90a:WP.91a	WP	pmagpy-4.2.113: demag_gui.v.3.0	WP.24a:WP.26a:WP.27a:WP.28a:WP.29a:WP.30a:WP.31a:WP.32a:WP.33a:WP.34a:WP.35a:WP.36a:WP.39a:WP.43a:WP.44a:WP.45a:WP.50a:WP.51a:WP.52a:WP.53a:WP.54a:WP.56a:WP.58a:WP.69a:WP.76a:WP.82a:WP.83a:WP.84a:WP.87a:WP.89a:WP.90a:WP.91a
1063	1070	1050	13	Ma	This study	ACCEPT	3.9	HT	297.2	-21.0	19	71	71	71	t	67.3494	0	Sedimentary	Sediment Layer	46.5	Sandstone	White River Flowage	269.5	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	WRF.10a:WRF.11a:WRF.12a:WRF.13a:WRF.15a:WRF.16a:WRF.17a:WRF.18a:WRF.19a:WRF.21a:WRF.23a:WRF.24a:WRF.25a:WRF.26a:WRF.27a:WRF.28a:WRF.29a:WRF.2a:WRF.30a:WRF.31a:WRF.32a:WRF.33a:WRF.34a:WRF.35a:WRF.36a:WRF.37a:WRF.39a:WRF.40a:WRF.41a:WRF.42a:WRF.43a:WRF.44a:WRF.45a:WRF.46a:WRF.48a:WRF.49a:WRF.50a:WRF.51a:WRF.52a:WRF.53a:WRF.54a:WRF.55a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.61a:WRF.63a:WRF.64a:WRF.65a:WRF.66a:WRF.67a:WRF.68a:WRF.6a:WRF.70a:WRF.71a:WRF.72a:WRF.73a:WRF.75a:WRF.77a:WRF.78a:WRF.79a:WRF.7a:WRF.80a:WRF.81a:WRF.82a:WRF.83a:WRF.84a:WRF.85a:WRF.8a	WRF	pmagpy-4.2.113: demag_gui.v.3.0	WRF.10a:WRF.11a:WRF.12a:WRF.13a:WRF.15a:WRF.16a:WRF.17a:WRF.18a:WRF.19a:WRF.21a:WRF.23a:WRF.24a:WRF.25a:WRF.26a:WRF.27a:WRF.28a:WRF.29a:WRF.2a:WRF.30a:WRF.31a:WRF.32a:WRF.33a:WRF.34a:WRF.35a:WRF.36a:WRF.37a:WRF.39a:WRF.40a:WRF.41a:WRF.42a:WRF.43a:WRF.44a:WRF.45a:WRF.46a:WRF.48a:WRF.49a:WRF.50a:WRF.51a:WRF.52a:WRF.53a:WRF.54a:WRF.55a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.61a:WRF.63a:WRF.64a:WRF.65a:WRF.66a:WRF.67a:WRF.68a:WRF.6a:WRF.70a:WRF.71a:WRF.72a:WRF.73a:WRF.75a:WRF.77a:WRF.78a:WRF.79a:WRF.7a:WRF.80a:WRF.81a:WRF.82a:WRF.83a:WRF.84a:WRF.85a:WRF.8a
1063	1070	1050	13	Ma	This study	ACCEPT	6.4	MT	296.6	-26.4	24	22	22	22	t	21.1328	0	Sedimentary	Sediment Layer	46.5	Sandstone	White River Flowage	269.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	WRF.12a:WRF.15a:WRF.17a:WRF.21a:WRF.26a:WRF.30a:WRF.31a:WRF.35a:WRF.44a:WRF.50a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.67a:WRF.6a:WRF.70a:WRF.71a:WRF.73a:WRF.7a:WRF.8a	WRF	pmagpy-4.2.113: demag_gui.v.3.0	WRF.12a:WRF.15a:WRF.17a:WRF.21a:WRF.26a:WRF.30a:WRF.31a:WRF.35a:WRF.44a:WRF.50a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.67a:WRF.6a:WRF.70a:WRF.71a:WRF.73a:WRF.7a:WRF.8a
1063	1070	1050	13	Ma	This study	ACCEPT	3.9	HT	299.1	-0.1	19	71	71	71	t	67.3483	100	Sedimentary	Sediment Layer	46.5	Sandstone	White River Flowage	269.5	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	g	WRF.10a:WRF.11a:WRF.12a:WRF.13a:WRF.15a:WRF.16a:WRF.17a:WRF.18a:WRF.19a:WRF.21a:WRF.23a:WRF.24a:WRF.25a:WRF.26a:WRF.27a:WRF.28a:WRF.29a:WRF.2a:WRF.30a:WRF.31a:WRF.32a:WRF.33a:WRF.34a:WRF.35a:WRF.36a:WRF.37a:WRF.39a:WRF.40a:WRF.41a:WRF.42a:WRF.43a:WRF.44a:WRF.45a:WRF.46a:WRF.48a:WRF.49a:WRF.50a:WRF.51a:WRF.52a:WRF.53a:WRF.54a:WRF.55a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.61a:WRF.63a:WRF.64a:WRF.65a:WRF.66a:WRF.67a:WRF.68a:WRF.6a:WRF.70a:WRF.71a:WRF.72a:WRF.73a:WRF.75a:WRF.77a:WRF.78a:WRF.79a:WRF.7a:WRF.80a:WRF.81a:WRF.82a:WRF.83a:WRF.84a:WRF.85a:WRF.8a	WRF	pmagpy-4.2.113: demag_gui.v.3.0	WRF.10a:WRF.11a:WRF.12a:WRF.13a:WRF.15a:WRF.16a:WRF.17a:WRF.18a:WRF.19a:WRF.21a:WRF.23a:WRF.24a:WRF.25a:WRF.26a:WRF.27a:WRF.28a:WRF.29a:WRF.2a:WRF.30a:WRF.31a:WRF.32a:WRF.33a:WRF.34a:WRF.35a:WRF.36a:WRF.37a:WRF.39a:WRF.40a:WRF.41a:WRF.42a:WRF.43a:WRF.44a:WRF.45a:WRF.46a:WRF.48a:WRF.49a:WRF.50a:WRF.51a:WRF.52a:WRF.53a:WRF.54a:WRF.55a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.61a:WRF.63a:WRF.64a:WRF.65a:WRF.66a:WRF.67a:WRF.68a:WRF.6a:WRF.70a:WRF.71a:WRF.72a:WRF.73a:WRF.75a:WRF.77a:WRF.78a:WRF.79a:WRF.7a:WRF.80a:WRF.81a:WRF.82a:WRF.83a:WRF.84a:WRF.85a:WRF.8a
1063	1070	1050	13	Ma	This study	ACCEPT	6.4	MT	299.6	-5.5	24	22	22	22	t	21.1313	100	Sedimentary	Sediment Layer	46.5	Sandstone	White River Flowage	269.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	WRF.12a:WRF.15a:WRF.17a:WRF.21a:WRF.26a:WRF.30a:WRF.31a:WRF.35a:WRF.44a:WRF.50a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.67a:WRF.6a:WRF.70a:WRF.71a:WRF.73a:WRF.7a:WRF.8a	WRF	pmagpy-4.2.113: demag_gui.v.3.0	WRF.12a:WRF.15a:WRF.17a:WRF.21a:WRF.26a:WRF.30a:WRF.31a:WRF.35a:WRF.44a:WRF.50a:WRF.57a:WRF.58a:WRF.59a:WRF.5a:WRF.60a:WRF.67a:WRF.6a:WRF.70a:WRF.71a:WRF.73a:WRF.7a:WRF.8a
