tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
302.6	0.0	76.5	320.7	This study	-7	Sedimentary	Sediment Layer	23.3	Sandstone	SO-CMD-NORTH	LRa.13	LRa
108.6	0.0	76.5	320.7	This study	-3	Sedimentary	Sediment Layer	27.94	Sandstone	SO-CMD-NORTH	LRa.14	LRa
303.6	0.0	76.5	320.7	This study	-6	Sedimentary	Sediment Layer	30.87	Sandstone	SO-CMD-NORTH	LRa.15	LRa
168.6	0.0	76.5	320.7	This study	-13	Sedimentary	Sediment Layer	31.33	Sandstone	SO-CMD-NORTH	LRa.16	LRa
10.6	0.0	76.5	320.7	This study	-3	Sedimentary	Sediment Layer	33.09	Sandstone	SO-CMD-NORTH	LRa.17	LRa
220.6	0.0	76.5	320.7	This study	-5	Sedimentary	Sediment Layer	34.64	Sandstone	SO-CMD-NORTH	LRa.18	LRa
48.6	0.0	76.5	320.7	This study	-26	Sedimentary	Sediment Layer	35.45	Sandstone	SO-CMD-NORTH	LRa.19	LRa
307.6	0.0	76.5	320.7	This study	-13	Sedimentary	Sediment Layer	35.85	Sandstone	SO-CMD-NORTH	LRa.20	LRa
346.6	0.0	76.5	320.7	This study	-9	Sedimentary	Sediment Layer	36.85	Sandstone	SO-CMD-NORTH	LRa.21	LRa
113.6	0.0	76.5	320.7	This study	-45	Sedimentary	Sediment Layer	38.13	Sandstone	SO-CMD-NORTH	LRa.22	LRa
141.6	0.0	76.5	320.7	This study	-19	Sedimentary	Sediment Layer	38.94	Sandstone	SO-CMD-NORTH	LRa.23	LRa
141.6	0.0	76.5	320.7	This study	-19	Sedimentary	Sediment Layer	39.74	Sandstone	SO-CMD-NORTH	LRa.24	LRa
125.6	0.0	76.5	320.7	This study	-20	Sedimentary	Sediment Layer	40.41	Sandstone	SO-CMD-NORTH	LRa.25	LRa
90.9	0.0	76.5	320.7	This study	-7	Sedimentary	Sediment Layer	41.77	Sandstone	SO-CMD-NORTH	LRa.26	LRa
55.2	0.0	76.5	320.7	This study	-3	Sedimentary	Sediment Layer	42.23	Sandstone	SO-CMD-NORTH	LRa.27	LRa
299.3	0.0	76.5	320.7	This study	-15	Sedimentary	Sediment Layer	48.17	Sandstone	SO-CMD-NORTH	LRa.28	LRa
239.0	0.0	76.5	320.7	This study	-8	Sedimentary	Sediment Layer	48.75	Sandstone	SO-CMD-NORTH	LRa.29	LRa
219.6	0.0	76.5	320.7	This study	-9	Sedimentary	Sediment Layer	49.23	Sandstone	SO-CMD-NORTH	LRa.30	LRa
203.6	0.0	76.5	320.7	This study	-10	Sedimentary	Sediment Layer	49.25	Sandstone	SO-CMD-NORTH	LRa.31	LRa
159.6	0.0	76.5	320.7	This study	-28	Sedimentary	Sediment Layer	53.22	Sandstone	SO-CMD-NORTH	LRa.32	LRa
166.6	0.0	76.5	320.7	This study	-31	Sedimentary	Sediment Layer	53.62	Sandstone	SO-CMD-NORTH	LRa.33	LRa
101.6	0.0	76.5	320.7	This study	-36	Sedimentary	Sediment Layer	63.42	Sandstone	SO-CMD-NORTH	LRa.34	LRa
139.6	0.0	76.5	320.7	This study	-54	Sedimentary	Sediment Layer	65.15	Sandstone	SO-CMD-NORTH	LRa.35	LRa
134.6	0.0	76.5	320.7	This study	-56	Sedimentary	Sediment Layer	65.56	Sandstone	SO-CMD-NORTH	LRa.36	LRa
75.6	0.0	76.5	320.7	This study	-67	Sedimentary	Sediment Layer	66.12	Sandstone	SO-CMD-NORTH	LRa.37	LRa
67.6	0.0	76.5	320.7	This study	-29	Sedimentary	Sediment Layer	72.46	Sandstone	SO-CMD-NORTH	LRa.38	LRa
97.6	0.0	76.5	320.7	This study	-35	Sedimentary	Sediment Layer	72.94	Sandstone	SO-CMD-NORTH	LRa.39	LRa
87.6	0.0	76.5	320.7	This study	-25	Sedimentary	Sediment Layer	73.48	Sandstone	SO-CMD-NORTH	LRa.40	LRa
117.6	0.0	76.5	320.7	This study	-31	Sedimentary	Sediment Layer	74.48	Sandstone	SO-CMD-NORTH	LRa.41	LRa
130.6	0.0	76.5	320.7	This study	-14	Sedimentary	Sediment Layer	75.22	Sandstone	SO-CMD-NORTH	LRa.42	LRa
137.6	0.0	76.5	320.7	This study	-63	Sedimentary	Sediment Layer	77.42	Sandstone	SO-CMD-NORTH	LRa.43	LRa
133.6	0.0	76.5	320.7	This study	-31	Sedimentary	Sediment Layer	78.62	Sandstone	SO-CMD-NORTH	LRa.44	LRa
192.0	0.0	76.0	324.0	This study	-13	Sedimentary	Sediment Layer	15.5	Sandstone	SO-CMD-NORTH	LRb.34	LRb
211.6	0.0	76.0	324.0	This study	-21	Sedimentary	Sediment Layer	15.7	Sandstone	SO-CMD-NORTH	LRb.35	LRb
192.6	0.0	76.0	324.0	This study	-20	Sedimentary	Sediment Layer	15.75	Sandstone	SO-CMD-NORTH	LRb.36	LRb
248.2	0.0	76.0	324.0	This study	-50	Sedimentary	Sediment Layer	15.8	Sandstone	SO-CMD-NORTH	LRb.37	LRb
163.5	0.0	76.0	324.0	This study	-21	Sedimentary	Sediment Layer	16.5	Sandstone	SO-CMD-NORTH	LRb.38	LRb
158.7	0.0	76.0	324.0	This study	-18	Sedimentary	Sediment Layer	16.6	Sandstone	SO-CMD-NORTH	LRb.39	LRb
175.2	0.0	76.0	324.0	This study	-22	Sedimentary	Sediment Layer	18.5	Sandstone	SO-CMD-NORTH	LRb.40	LRb
203.2	0.0	76.0	324.0	This study	-23	Sedimentary	Sediment Layer	19.4	Sandstone	SO-CMD-NORTH	LRb.41	LRb
197.5	0.0	76.0	324.0	This study	-20	Sedimentary	Sediment Layer	19.5	Sandstone	SO-CMD-NORTH	LRb.42	LRb
207.6	0.0	76.0	324.0	This study	-21	Sedimentary	Sediment Layer	19.6	Sandstone	SO-CMD-NORTH	LRb.43	LRb
114.4	0.0	76.0	324.0	This study	-15	Sedimentary	Sediment Layer	19.7	Sandstone	SO-CMD-NORTH	LRb.44	LRb
41.2	0.0	76.0	324.0	This study	-25	Sedimentary	Sediment Layer	20.3	Sandstone	SO-CMD-NORTH	LRb.45	LRb
50.8	0.0	76.0	324.0	This study	-37	Sedimentary	Sediment Layer	20.5	Sandstone	SO-CMD-NORTH	LRb.46	LRb
67.2	0.0	76.0	324.0	This study	-23	Sedimentary	Sediment Layer	21.0	Sandstone	SO-CMD-NORTH	LRb.47	LRb
46.7	0.0	76.0	324.0	This study	-24	Sedimentary	Sediment Layer	21.3	Sandstone	SO-CMD-NORTH	LRb.48	LRb
70.7	0.0	76.0	324.0	This study	-30	Sedimentary	Sediment Layer	21.5	Sandstone	SO-CMD-NORTH	LRb.49	LRb
226.8	0.0	76.0	324.0	This study	-35	Sedimentary	Sediment Layer	20.9	Sandstone	SO-CMD-NORTH	LRb.50	LRb
226.0	0.0	76.0	324.0	This study	-43	Sedimentary	Sediment Layer	21.05	Sandstone	SO-CMD-NORTH	LRb.51	LRb
238.7	0.0	76.0	324.0	This study	-42	Sedimentary	Sediment Layer	21.2	Sandstone	SO-CMD-NORTH	LRb.52	LRb
71.8	0.0	76.0	324.0	This study	-21	Sedimentary	Sediment Layer	21.8	Sandstone	SO-CMD-NORTH	LRb.53	LRb
53.6	0.0	76.0	324.0	This study	-35	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	LRb.54	LRb
85.6	0.0	76.0	324.0	This study	-28	Sedimentary	Sediment Layer	0.25	Sandstone	SO-CMD-NORTH	LRb.55	LRb
33.6	0.0	76.0	324.0	This study	-33	Sedimentary	Sediment Layer	0.7	Sandstone	SO-CMD-NORTH	LRb.56	LRb
45.4	0.0	76.0	324.0	This study	-43	Sedimentary	Sediment Layer	0.75	Sandstone	SO-CMD-NORTH	LRb.57	LRb
47.1	0.0	76.0	324.0	This study	-45	Sedimentary	Sediment Layer	0.9	Sandstone	SO-CMD-NORTH	LRb.58	LRb
43.6	0.0	76.0	324.0	This study	-33	Sedimentary	Sediment Layer	1.0	Sandstone	SO-CMD-NORTH	LRb.59	LRb
41.6	0.0	76.0	324.0	This study	-35	Sedimentary	Sediment Layer	1.5	Sandstone	SO-CMD-NORTH	LRb.60	LRb
39.6	0.0	76.0	324.0	This study	-35	Sedimentary	Sediment Layer	1.65	Sandstone	SO-CMD-NORTH	LRb.61	LRb
49.4	0.0	76.0	324.0	This study	-38	Sedimentary	Sediment Layer	1.75	Sandstone	SO-CMD-NORTH	LRb.62	LRb
32.1	0.0	76.0	324.0	This study	-35	Sedimentary	Sediment Layer	1.79	Sandstone	SO-CMD-NORTH	LRb.63	LRb
34.4	0.0	76.0	324.0	This study	-29	Sedimentary	Sediment Layer	2.0	Sandstone	SO-CMD-NORTH	LRb.64	LRb
199.6	0.0	76.0	324.0	This study	-17	Sedimentary	Sediment Layer	26.2	Sandstone	SO-CMD-NORTH	LRb.65	LRb
181.6	0.0	76.0	324.0	This study	-17	Sedimentary	Sediment Layer	26.3	Sandstone	SO-CMD-NORTH	LRb.66	LRb
179.6	0.0	76.0	324.0	This study	-19	Sedimentary	Sediment Layer	26.4	Sandstone	SO-CMD-NORTH	LRb.67	LRb
49.6	0.0	76.0	324.0	This study	-28	Sedimentary	Sediment Layer	0.1	Sandstone	SO-CMD-NORTH	LRb.1	LRb
43.6	0.0	76.0	324.0	This study	-27	Sedimentary	Sediment Layer	0.2	Sandstone	SO-CMD-NORTH	LRb.2	LRb
59.6	0.0	76.0	324.0	This study	-37	Sedimentary	Sediment Layer	1.6	Sandstone	SO-CMD-NORTH	LRb.3	LRb
61.4	0.0	76.0	324.0	This study	-36	Sedimentary	Sediment Layer	1.7	Sandstone	SO-CMD-NORTH	LRb.4	LRb
55.6	0.0	76.0	324.0	This study	-39	Sedimentary	Sediment Layer	1.8	Sandstone	SO-CMD-NORTH	LRb.5	LRb
54.7	0.0	76.0	324.0	This study	-40	Sedimentary	Sediment Layer	2.2	Sandstone	SO-CMD-NORTH	LRb.6	LRb
47.7	0.0	76.0	324.0	This study	-33	Sedimentary	Sediment Layer	2.35	Sandstone	SO-CMD-NORTH	LRb.7	LRb
51.9	0.0	76.0	324.0	This study	-37	Sedimentary	Sediment Layer	2.4	Sandstone	SO-CMD-NORTH	LRb.8	LRb
118.6	0.0	76.0	324.0	This study	-11	Sedimentary	Sediment Layer	2.5	Sandstone	SO-CMD-NORTH	LRb.9	LRb
66.6	0.0	76.0	324.0	This study	-16	Sedimentary	Sediment Layer	2.6	Sandstone	SO-CMD-NORTH	LRb.10	LRb
63.6	0.0	76.0	324.0	This study	-31	Sedimentary	Sediment Layer	2.8	Sandstone	SO-CMD-NORTH	LRb.11	LRb
50.6	0.0	76.0	324.0	This study	-21	Sedimentary	Sediment Layer	3.2	Sandstone	SO-CMD-NORTH	LRb.12	LRb
62.6	0.0	76.0	324.0	This study	-22	Sedimentary	Sediment Layer	5.5	Sandstone	SO-CMD-NORTH	LRb.13	LRb
73.3	0.0	76.0	324.0	This study	-38	Sedimentary	Sediment Layer	5.6	Sandstone	SO-CMD-NORTH	LRb.14	LRb
75.3	0.0	76.0	324.0	This study	-43	Sedimentary	Sediment Layer	5.7	Sandstone	SO-CMD-NORTH	LRb.15	LRb
76.0	0.0	76.0	324.0	This study	-23	Sedimentary	Sediment Layer	5.9	Sandstone	SO-CMD-NORTH	LRb.16	LRb
81.2	0.0	76.0	324.0	This study	-18	Sedimentary	Sediment Layer	6.0	Sandstone	SO-CMD-NORTH	LRb.17	LRb
122.2	0.0	76.0	324.0	This study	-42	Sedimentary	Sediment Layer	6.3	Sandstone	SO-CMD-NORTH	LRb.18	LRb
102.6	0.0	76.0	324.0	This study	-10	Sedimentary	Sediment Layer	6.5	Sandstone	SO-CMD-NORTH	LRb.19	LRb
180.6	0.0	76.0	324.0	This study	-14	Sedimentary	Sediment Layer	6.8	Sandstone	SO-CMD-NORTH	LRb.20	LRb
245.6	0.0	76.0	324.0	This study	-42	Sedimentary	Sediment Layer	8.0	Sandstone	SO-CMD-NORTH	LRb.21	LRb
252.6	0.0	76.0	324.0	This study	-44	Sedimentary	Sediment Layer	8.2	Sandstone	SO-CMD-NORTH	LRb.22	LRb
260.6	0.0	76.0	324.0	This study	-37	Sedimentary	Sediment Layer	8.4	Sandstone	SO-CMD-NORTH	LRb.23	LRb
214.6	0.0	76.0	324.0	This study	-22	Sedimentary	Sediment Layer	8.6	Sandstone	SO-CMD-NORTH	LRb.24	LRb
116.6	0.0	76.0	324.0	This study	-7	Sedimentary	Sediment Layer	8.8	Sandstone	SO-CMD-NORTH	LRb.25	LRb
148.6	0.0	76.0	324.0	This study	-9	Sedimentary	Sediment Layer	9.0	Sandstone	SO-CMD-NORTH	LRb.26	LRb
46.6	0.0	76.0	324.0	This study	-10	Sedimentary	Sediment Layer	9.1	Sandstone	SO-CMD-NORTH	LRb.27	LRb
87.7	0.0	76.0	324.0	This study	-8	Sedimentary	Sediment Layer	9.5	Sandstone	SO-CMD-NORTH	LRb.28	LRb
102.6	0.0	76.0	324.0	This study	-13	Sedimentary	Sediment Layer	9.7	Sandstone	SO-CMD-NORTH	LRb.29	LRb
267.6	0.0	76.0	324.0	This study	-2	Sedimentary	Sediment Layer	11.0	Sandstone	SO-CMD-NORTH	LRb.30	LRb
61.7	0.0	76.0	324.0	This study	-5	Sedimentary	Sediment Layer	11.2	Sandstone	SO-CMD-NORTH	LRb.31	LRb
265.6	0.0	76.0	324.0	This study	-10	Sedimentary	Sediment Layer	11.3	Sandstone	SO-CMD-NORTH	LRb.32	LRb
99.7	0.0	76.0	324.0	This study	-31	Sedimentary	Sediment Layer	11.7	Sandstone	SO-CMD-NORTH	LRb.33	LRb
275.8	0.0	4.6	312.5	This study	-68	Sedimentary	Sediment Layer	0.26	Sandstone	SO-CMD-NORTH	WP.1	WP
275.3	0.0	4.6	312.5	This study	-69	Sedimentary	Sediment Layer	0.31	Sandstone	SO-CMD-NORTH	WP.2	WP
274.3	0.0	4.6	312.5	This study	-74	Sedimentary	Sediment Layer	0.4	Sandstone	SO-CMD-NORTH	WP.3	WP
282.6	0.0	4.6	312.5	This study	-61	Sedimentary	Sediment Layer	0.45	Sandstone	SO-CMD-NORTH	WP.4	WP
281.0	0.0	4.6	312.5	This study	-55	Sedimentary	Sediment Layer	0.5	Sandstone	SO-CMD-NORTH	WP.5	WP
270.8	0.0	4.6	312.5	This study	-70	Sedimentary	Sediment Layer	0.56	Sandstone	SO-CMD-NORTH	WP.6	WP
276.2	0.0	4.6	312.5	This study	-69	Sedimentary	Sediment Layer	0.61	Sandstone	SO-CMD-NORTH	WP.7	WP
258.1	0.0	4.6	312.5	This study	-47	Sedimentary	Sediment Layer	1.64	Sandstone	SO-CMD-NORTH	WP.8	WP
273.3	0.0	4.6	312.5	This study	-75	Sedimentary	Sediment Layer	1.91	Sandstone	SO-CMD-NORTH	WP.9	WP
273.3	0.0	4.6	312.5	This study	-76	Sedimentary	Sediment Layer	1.96	Sandstone	SO-CMD-NORTH	WP.10	WP
277.5	0.0	4.6	312.5	This study	-84	Sedimentary	Sediment Layer	2.01	Sandstone	SO-CMD-NORTH	WP.11	WP
286.5	0.0	4.6	312.5	This study	-70	Sedimentary	Sediment Layer	2.08	Sandstone	SO-CMD-NORTH	WP.12	WP
295.6	0.0	4.6	312.5	This study	-67	Sedimentary	Sediment Layer	2.3	Sandstone	SO-CMD-NORTH	WP.13	WP
284.3	0.0	4.6	312.5	This study	-82	Sedimentary	Sediment Layer	3.26	Sandstone	SO-CMD-NORTH	WP.14	WP
279.3	0.0	4.6	312.5	This study	-87	Sedimentary	Sediment Layer	3.33	Sandstone	SO-CMD-NORTH	WP.15	WP
327.4	0.0	4.6	312.5	This study	-78	Sedimentary	Sediment Layer	3.52	Sandstone	SO-CMD-NORTH	WP.16	WP
312.3	0.0	4.6	312.5	This study	-90	Sedimentary	Sediment Layer	3.95	Sandstone	SO-CMD-NORTH	WP.17	WP
283.3	0.0	4.6	312.5	This study	-71	Sedimentary	Sediment Layer	4.02	Sandstone	SO-CMD-NORTH	WP.18	WP
282.3	0.0	4.6	312.5	This study	-35	Sedimentary	Sediment Layer	4.36	Sandstone	SO-CMD-NORTH	WP.19	WP
303.3	0.0	4.6	312.5	This study	-73	Sedimentary	Sediment Layer	4.45	Sandstone	SO-CMD-NORTH	WP.20	WP
328.3	0.0	4.6	312.5	This study	-58	Sedimentary	Sediment Layer	4.65	Sandstone	SO-CMD-NORTH	WP.21	WP
338.3	0.0	4.6	312.5	This study	-86	Sedimentary	Sediment Layer	5.4	Sandstone	SO-CMD-NORTH	WP.22	WP
340.3	0.0	4.6	312.5	This study	-86	Sedimentary	Sediment Layer	5.45	Sandstone	SO-CMD-NORTH	WP.23	WP
247.3	0.0	3.3	272.9	This study	-74	Sedimentary	Sediment Layer	7.43	Sandstone	SO-CMD-NORTH	WP.24a	WP
260.3	0.0	3.3	272.9	This study	-79	Sedimentary	Sediment Layer	7.85	Sandstone	SO-CMD-NORTH	WP.25a	WP
258.3	0.0	3.3	272.9	This study	-69	Sedimentary	Sediment Layer	7.5	Sandstone	SO-CMD-NORTH	WP.26a	WP
250.3	0.0	3.3	272.9	This study	-73	Sedimentary	Sediment Layer	7.88	Sandstone	SO-CMD-NORTH	WP.27a	WP
254.3	0.0	3.3	272.9	This study	-69	Sedimentary	Sediment Layer	7.99	Sandstone	SO-CMD-NORTH	WP.28a	WP
264.3	0.0	3.3	272.9	This study	-69	Sedimentary	Sediment Layer	8.01	Sandstone	SO-CMD-NORTH	WP.29a	WP
256.3	0.0	3.3	272.9	This study	-60	Sedimentary	Sediment Layer	8.04	Sandstone	SO-CMD-NORTH	WP.30a	WP
256.3	0.0	3.3	272.9	This study	-74	Sedimentary	Sediment Layer	8.09	Sandstone	SO-CMD-NORTH	WP.31a	WP
253.3	0.0	3.3	272.9	This study	-46	Sedimentary	Sediment Layer	8.11	Sandstone	SO-CMD-NORTH	WP.32a	WP
229.3	0.0	3.3	272.9	This study	-65	Sedimentary	Sediment Layer	8.4	Sandstone	SO-CMD-NORTH	WP.33a	WP
208.3	0.0	3.3	272.9	This study	-69	Sedimentary	Sediment Layer	8.6	Sandstone	SO-CMD-NORTH	WP.34a	WP
199.3	0.0	3.3	272.9	This study	-80	Sedimentary	Sediment Layer	8.55	Sandstone	SO-CMD-NORTH	WP.35a	WP
207.3	0.0	3.3	272.9	This study	-83	Sedimentary	Sediment Layer	8.7	Sandstone	SO-CMD-NORTH	WP.36a	WP
208.3	0.0	3.3	272.9	This study	-65	Sedimentary	Sediment Layer	8.73	Sandstone	SO-CMD-NORTH	WP.37a	WP
210.3	0.0	3.3	272.9	This study	-84	Sedimentary	Sediment Layer	8.87	Sandstone	SO-CMD-NORTH	WP.38a	WP
271.3	0.0	3.3	272.9	This study	-86	Sedimentary	Sediment Layer	8.97	Sandstone	SO-CMD-NORTH	WP.39a	WP
274.3	0.0	3.3	272.9	This study	-86	Sedimentary	Sediment Layer	9.0	Sandstone	SO-CMD-NORTH	WP.40a	WP
254.3	0.0	3.3	272.9	This study	-57	Sedimentary	Sediment Layer	9.15	Sandstone	SO-CMD-NORTH	WP.41a	WP
266.3	0.0	3.3	272.9	This study	-49	Sedimentary	Sediment Layer	9.2	Sandstone	SO-CMD-NORTH	WP.42a	WP
226.3	0.0	3.3	272.9	This study	-60	Sedimentary	Sediment Layer	9.45	Sandstone	SO-CMD-NORTH	WP.43a	WP
226.3	0.0	3.3	272.9	This study	-60	Sedimentary	Sediment Layer	9.5	Sandstone	SO-CMD-NORTH	WP.44a	WP
243.3	0.0	3.3	272.9	This study	-77	Sedimentary	Sediment Layer	9.6	Sandstone	SO-CMD-NORTH	WP.45a	WP
291.3	0.0	3.3	272.9	This study	-78	Sedimentary	Sediment Layer	10.45	Sandstone	SO-CMD-NORTH	WP.46a	WP
277.3	0.0	3.3	272.9	This study	-52	Sedimentary	Sediment Layer	10.55	Sandstone	SO-CMD-NORTH	WP.47a	WP
258.3	0.0	3.3	272.9	This study	-37	Sedimentary	Sediment Layer	1.58	Sandstone	SO-CMD-NORTH	WP.48a	WP
266.3	0.0	3.3	272.9	This study	-51	Sedimentary	Sediment Layer	10.63	Sandstone	SO-CMD-NORTH	WP.49a	WP
264.3	0.0	3.3	272.9	This study	-51	Sedimentary	Sediment Layer	10.75	Sandstone	SO-CMD-NORTH	WP.50a	WP
255.3	0.0	3.3	272.9	This study	-73	Sedimentary	Sediment Layer	11.1	Sandstone	SO-CMD-NORTH	WP.51a	WP
273.3	0.0	3.3	272.9	This study	-82	Sedimentary	Sediment Layer	11.7	Sandstone	SO-CMD-NORTH	WP.52a	WP
281.3	0.0	3.3	272.9	This study	-86	Sedimentary	Sediment Layer	12.0	Sandstone	SO-CMD-NORTH	WP.53a	WP
275.3	0.0	3.3	272.9	This study	-82	Sedimentary	Sediment Layer	12.5	Sandstone	SO-CMD-NORTH	WP.54a	WP
277.6	0.0	3.3	272.9	This study	-74	Sedimentary	Sediment Layer	12.6	Sandstone	SO-CMD-NORTH	WP.55a	WP
279.1	0.0	3.3	272.9	This study	-81	Sedimentary	Sediment Layer	12.7	Sandstone	SO-CMD-NORTH	WP.56a	WP
275.5	0.0	3.3	272.9	This study	-77	Sedimentary	Sediment Layer	12.75	Sandstone	SO-CMD-NORTH	WP.57a	WP
126.6	0.0	3.3	272.9	This study	-90	Sedimentary	Sediment Layer	13.0	Sandstone	SO-CMD-NORTH	WP.58a	WP
271.1	0.0	3.3	272.9	This study	-50	Sedimentary	Sediment Layer	13.65	Sandstone	SO-CMD-NORTH	WP.59a	WP
271.1	0.0	3.3	272.9	This study	-59	Sedimentary	Sediment Layer	13.7	Sandstone	SO-CMD-NORTH	WP.60a	WP
275.1	0.0	3.3	272.9	This study	-79	Sedimentary	Sediment Layer	14.0	Sandstone	SO-CMD-NORTH	WP.61a	WP
274.2	0.0	3.3	272.9	This study	-86	Sedimentary	Sediment Layer	14.15	Sandstone	SO-CMD-NORTH	WP.62a	WP
145.0	0.0	3.3	272.9	This study	-29	Sedimentary	Sediment Layer	14.9	Sandstone	SO-CMD-NORTH	WP.63a	WP
195.0	0.0	3.3	272.9	This study	-15	Sedimentary	Sediment Layer	14.95	Sandstone	SO-CMD-NORTH	WP.64a	WP
174.8	0.0	3.3	272.9	This study	-19	Sedimentary	Sediment Layer	15.15	Sandstone	SO-CMD-NORTH	WP.65a	WP
225.1	0.0	3.3	272.9	This study	-85	Sedimentary	Sediment Layer	15.4	Sandstone	SO-CMD-NORTH	WP.66a	WP
195.9	0.0	3.3	272.9	This study	-52	Sedimentary	Sediment Layer	15.5	Sandstone	SO-CMD-NORTH	WP.67a	WP
204.3	0.0	3.3	272.9	This study	-58	Sedimentary	Sediment Layer	15.65	Sandstone	SO-CMD-NORTH	WP.68a	WP
195.8	0.0	3.3	272.9	This study	-50	Sedimentary	Sediment Layer	15.7	Sandstone	SO-CMD-NORTH	WP.69a	WP
174.3	0.0	3.3	272.9	This study	-43	Sedimentary	Sediment Layer	15.75	Sandstone	SO-CMD-NORTH	WP.70a	WP
161.1	0.0	3.3	272.9	This study	-85	Sedimentary	Sediment Layer	17.55	Sandstone	SO-CMD-NORTH	WP.71a	WP
155.3	0.0	3.3	272.9	This study	-85	Sedimentary	Sediment Layer	17.6	Sandstone	SO-CMD-NORTH	WP.72a	WP
173.6	0.0	3.3	272.9	This study	-83	Sedimentary	Sediment Layer	18.25	Sandstone	SO-CMD-NORTH	WP.73a	WP
171.6	0.0	3.3	272.9	This study	-79	Sedimentary	Sediment Layer	18.3	Sandstone	SO-CMD-NORTH	WP.74a	WP
215.0	0.0	3.3	272.9	This study	-86	Sedimentary	Sediment Layer	18.4	Sandstone	SO-CMD-NORTH	WP.75a	WP
233.9	0.0	3.3	272.9	This study	-32	Sedimentary	Sediment Layer	18.95	Sandstone	SO-CMD-NORTH	WP.76a	WP
213.7	0.0	3.3	272.9	This study	-88	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.77a	WP
59.5	0.0	3.3	272.9	This study	-68	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.78a	WP
51.7	0.0	3.3	272.9	This study	-72	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.79a	WP
163.0	0.0	3.3	272.9	This study	-67	Sedimentary	Sediment Layer	20.25	Sandstone	SO-CMD-NORTH	WP.80a	WP
115.6	0.0	3.3	272.9	This study	-64	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.81a	WP
173.4	0.0	3.3	272.9	This study	-61	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.82a	WP
190.1	0.0	3.3	272.9	This study	-19	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.83a	WP
213.1	0.0	3.3	272.9	This study	-66	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.84a	WP
218.3	0.0	3.3	272.9	This study	-67	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.85a	WP
189.5	0.0	3.3	272.9	This study	-63	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.86a	WP
78.1	0.0	16.6	213.2	This study	-16	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.87a	WP
173.7	0.0	16.6	213.2	This study	-62	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.88a	WP
79.6	0.0	16.6	213.2	This study	-14	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.89a	WP
201.8	0.0	16.6	213.2	This study	-43	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.90a	WP
134.8	0.0	16.6	213.2	This study	-50	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WP.91a	WP
341.6	0.0	23.3	144.5	This study	-21	Sedimentary	Sediment Layer	-0.05	Sandstone	SO-CMD-NORTH	WRF.1a	WRF
328.6	0.0	23.3	144.5	This study	-24	Sedimentary	Sediment Layer	0.0	Sandstone	SO-CMD-NORTH	WRF.2a	WRF
338.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	0.1	Sandstone	SO-CMD-NORTH	WRF.3a	WRF
36.6	0.0	23.3	144.5	This study	-62	Sedimentary	Sediment Layer	0.16	Sandstone	SO-CMD-NORTH	WRF.4a	WRF
41.6	0.0	23.3	144.5	This study	-62	Sedimentary	Sediment Layer	0.23	Sandstone	SO-CMD-NORTH	WRF.5a	WRF
149.6	0.0	23.3	144.5	This study	-34	Sedimentary	Sediment Layer	0.4	Sandstone	SO-CMD-NORTH	WRF.6a	WRF
146.6	0.0	23.3	144.5	This study	-40	Sedimentary	Sediment Layer	0.5	Sandstone	SO-CMD-NORTH	WRF.7a	WRF
140.6	0.0	23.3	144.5	This study	-47	Sedimentary	Sediment Layer	0.56	Sandstone	SO-CMD-NORTH	WRF.8a	WRF
336.6	0.0	23.3	144.5	This study	-27	Sedimentary	Sediment Layer	1.17	Sandstone	SO-CMD-NORTH	WRF.9a	WRF
327.6	0.0	23.3	144.5	This study	-22	Sedimentary	Sediment Layer	1.2	Sandstone	SO-CMD-NORTH	WRF.10a	WRF
149.6	0.0	23.3	144.5	This study	-48	Sedimentary	Sediment Layer	1.24	Sandstone	SO-CMD-NORTH	WRF.11a	WRF
137.6	0.0	23.3	144.5	This study	-56	Sedimentary	Sediment Layer	1.28	Sandstone	SO-CMD-NORTH	WRF.12a	WRF
323.6	0.0	23.3	144.5	This study	-26	Sedimentary	Sediment Layer	1.46	Sandstone	SO-CMD-NORTH	WRF.13a	WRF
