tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-158a		PF18-158																	This study			0.01288	Potato River Falls	PF18-158
PF18-158a	PF18-158a_LP-DIR-T	PF18-158		mht	257.7	47.3	1	21	0	4.6	4.3	933	598	K		hargrave 2021-06-03 15:18:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-158
PF18-158a	PF18-158a_LP-DIR-T	PF18-158		mht	197.7	9.9	1	21	-1	4.6	4.3	933	598	K		hargrave 2021-06-03 15:18:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-158
PF18-158a	PF18-158a_LP-DIR-T	PF18-158		mht	277.2	-17.2	1	21	100	4.6	4.3	933	598	K		hargrave 2021-06-03 15:18:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-158
PF18-159a	PF18-159a_LP-DIR-T	PF18-159		mht	262.1	44.0	1	18	0	4.1	5.8	933	688	K		hargrave 2021-06-03 15:21:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-159
PF18-159a	PF18-159a_LP-DIR-T	PF18-159		mht	276.1	-21.6	1	18	100	4.1	5.8	933	688	K		hargrave 2021-06-03 15:21:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-159
PF18-159a	PF18-159a_LP-DIR-T	PF18-159		mht	213.2	22.7	1	18	-1	4.1	5.8	933	688	K		hargrave 2021-06-03 15:21:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-159
PF18-159a		PF18-159																	This study			0.0133	Potato River Falls	PF18-159
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		lt	357.3	73.8	3	3	0	22.7	2.2	473	373	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-15
PF18-15a		PF18-15																	This study			0.00868	Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		lt	230.8	70.6	3	3	-1	22.7	2.2	473	373	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		hdt	163.9	45.4	3	12	-1	0.0	2.6	968	945	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		mht	184.8	43.4	3	10	-1	10.8	7.7	893	793	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		hdt	218.7	63.3	3	12	0	0.0	2.6	968	945	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		mht	251.9	62.3	3	10	0	10.8	7.7	893	793	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		mht	287.7	-5.7	3	10	100	10.8	7.7	893	793	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		hdt	284.5	8.9	3	12	100	0.0	2.6	968	945	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-15
PF18-15a	PF18-15a_LP-DIR-T	PF18-15		lt	323.1	-2.8	3	3	100	22.7	2.2	473	373	K		hargrave 2021-06-10 13:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-15
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hdt	203.5	19.7	2	7	-1	0.0	3.1	969	945	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-160
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hct	210.9	31.9	2	15	-1	6.8	5.9	903	688	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-160
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hdt	237.9	35.1	2	7	0	0.0	3.1	969	945	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-160
PF18-160a		PF18-160																	This study			0.01005	Potato River Falls	PF18-160
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hct	249.4	45.9	2	15	0	6.8	5.9	903	688	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-160
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hdt	259.8	-8.1	2	7	100	0.0	3.1	969	945	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-160
PF18-160a	PF18-160a_LP-DIR-T	PF18-160		hct	273.1	-12.8	2	15	100	6.8	5.9	903	688	K		hargrave 2021-06-03 15:23:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-160
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hdt	238.0	32.5	2	8	0	0.0	2.0	969	941	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-161
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hct	205.2	26.3	2	16	-1	9.7	6.0	913	688	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-161
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hct	254.6	44.0	2	16	0	9.7	6.0	913	688	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-161
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hdt	257.3	-8.9	2	8	100	0.0	2.0	969	941	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-161
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hct	273.0	-16.9	2	16	100	9.7	6.0	913	688	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-161
PF18-161a	PF18-161a_LP-DIR-T	PF18-161		hdt	193.3	13.1	2	8	-1	0.0	2.0	969	941	K		hargrave 2021-06-03 15:25:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-161
PF18-161a		PF18-161																	This study			0.01261	Potato River Falls	PF18-161
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hdt	237.7	30.0	2	6	0	0.0	4.4	969	947	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-162
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hct	274.8	-25.4	2	19	100	14.5	6.9	933	648	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-162
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hdt	254.9	-9.2	2	6	100	0.0	4.4	969	947	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-162
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hct	265.5	40.9	2	19	0	14.5	6.9	933	648	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-162
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hct	203.2	21.9	2	19	-1	14.5	6.9	933	648	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-162
PF18-162a	PF18-162a_LP-DIR-T	PF18-162		hdt	180.9	9.0	2	6	-1	0.0	4.4	969	947	K		hargrave 2021-06-03 15:26:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-162
PF18-162a		PF18-162																	This study			0.009909999999999999	Potato River Falls	PF18-162
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hdt	257.9	-13.4	2	10	100	0.0	3.8	969	933	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-163
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hct	267.4	41.1	2	19	0	15.2	11.9	913	598	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-163
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hdt	243.4	31.8	2	10	0	0.0	3.8	969	933	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-163
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hct	201.5	1.9	2	19	-1	15.2	11.9	913	598	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-163
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hdt	184.5	-11.0	2	10	-1	0.0	3.8	969	933	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-163
PF18-163a		PF18-163																	This study			0.00804	Potato River Falls	PF18-163
PF18-163a	PF18-163a_LP-DIR-T	PF18-163		hct	276.0	-26.4	2	19	100	15.2	11.9	913	598	K		hargrave 2021-06-03 15:28:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-163
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		lt	184.5	68.9	3	5	-1	27.1	4.2	523	323	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		hdt	170.1	25.4	3	15	-1	0.0	4.6	968	933	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-16
PF18-16a		PF18-16																	This study			0.0116	Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		mt	174.3	31.1	3	9	-1	6.2	7.0	863	748	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		lt	22.4	77.0	3	5	0	27.1	4.2	523	323	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		hdt	192.4	58.5	3	15	0	0.0	4.6	968	933	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		mt	198.2	64.8	3	9	0	6.2	7.0	863	748	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		mt	287.2	17.6	3	9	100	6.2	7.0	863	748	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		lt	323.8	4.2	3	5	100	27.1	4.2	523	323	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-16
PF18-16a	PF18-16a_LP-DIR-T	PF18-16		hdt	282.0	22.3	3	15	100	0.0	4.6	968	933	K		hargrave 2021-06-10 13:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-16
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		mht	282.7	-18.9	3	8	100	17.6	9.4	893	823	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		mht	265.7	50.4	3	8	0	17.6	9.4	893	823	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		lt	262.0	72.6	3	3	-1	19.1	1.2	473	373	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		hdt	160.9	48.7	3	13	-1	0.0	7.7	968	941	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		mht	200.8	40.3	3	8	-1	17.6	9.4	893	823	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		lt	356.1	70.8	3	3	0	19.1	1.2	473	373	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-17
PF18-17a		PF18-17																	This study			0.009340000000000001	Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		hdt	280.0	10.2	3	13	100	0.0	7.7	968	941	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		lt	324.9	-5.2	3	3	100	19.1	1.2	473	373	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-17
PF18-17a	PF18-17a_LP-DIR-T	PF18-17		hdt	215.9	58.9	3	13	0	0.0	7.7	968	941	K		hargrave 2021-06-10 13:49:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-17
PF18-18a		PF18-18																	This study			0.01181	Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		lt	321.0	-4.8	3	5	100	29.4	8.1	473	273	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		hdt	274.2	-3.5	3	15	100	0.0	1.8	968	933	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		mt	277.8	-2.8	3	9	100	2.6	10.6	863	748	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		lt	347.2	73.6	3	5	0	29.4	8.1	473	273	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		hdt	238.0	50.9	3	15	0	0.0	1.8	968	933	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		mt	238.8	54.6	3	9	0	2.6	10.6	863	748	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		lt	221.4	68.2	3	5	-1	29.4	8.1	473	273	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		hdt	187.3	26.2	3	15	-1	0.0	1.8	968	933	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-18
PF18-18a	PF18-18a_LP-DIR-T	PF18-18		mt	187.4	29.9	3	9	-1	2.6	10.6	863	748	K		hargrave 2021-06-10 13:51:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-18
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		lt	230.7	65.2	2	3	-1	25.8	3.2	423	323	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-19
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		hdt	187.0	28.0	2	15	-1	0.0	1.6	968	933	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-19
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		lt	355.8	68.3	2	3	0	25.8	3.2	423	323	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-19
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		hdt	248.1	54.7	2	15	0	0.0	1.6	968	933	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-19
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		hdt	280.0	-7.7	2	15	100	0.0	1.6	968	933	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-19
PF18-19b	PF18-19b_LP-DIR-T	PF18-19		lt	326.5	-7.0	2	3	100	25.8	3.2	423	323	K		hargrave 2021-06-10 13:52:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-19
PF18-19b		PF18-19																	This study			0.007409999999999999	Potato River Falls	PF18-19
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hdt	224.4	55.9	2	5	0	0.0	0.8	968	959	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-1
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hct	252.7	56.8	2	15	0	11.8	12.4	933	688	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-1
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hdt	277.3	5.5	2	5	100	0.0	0.8	968	959	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-1
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hct	283.2	-8.9	2	15	100	11.8	12.4	933	688	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-1
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hdt	186.8	27.2	2	5	-1	0.0	0.8	968	959	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-1
PF18-1a	PF18-1a_LP-DIR-T	PF18-1		hct	204.0	31.8	2	15	-1	11.8	12.4	933	688	K		hargrave 2021-06-10 13:25:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-1
PF18-1a		PF18-1																	This study			0.00576	Potato River Falls	PF18-1
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		mht	250.5	69.1	3	8	0	9.7	7.3	883	808	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		mht	187.7	40.7	3	8	-1	9.7	7.3	883	808	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		hdt	159.3	41.8	3	15	-1	0.0	7.3	968	933	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		lt	341.4	77.5	3	3	0	16.9	5.4	473	373	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		mht	293.3	-1.8	3	8	100	9.7	7.3	883	808	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		lt	317.7	-2.2	3	3	100	16.9	5.4	473	373	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		hdt	191.3	67.1	3	15	0	0.0	7.3	968	933	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		lt	206.3	62.3	3	3	-1	16.9	5.4	473	373	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-20
PF18-20a	PF18-20a_LP-DIR-T	PF18-20		hdt	290.6	19.4	3	15	100	0.0	7.3	968	933	K		hargrave 2021-06-10 13:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-20
PF18-20a		PF18-20																	This study			0.0062	Potato River Falls	PF18-20
PF18-21a		PF18-21																	This study			0.0079	Potato River Falls	PF18-21
PF18-22a	PF18-22a_LP-DIR-T	PF18-22		hdt	276.9	-0.8	3	14	100	0.0	2.8	965	933	K		hargrave 2021-06-10 13:58:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-22
PF18-22a	PF18-22a_LP-DIR-T	PF18-22		mt	279.3	-1.2	3	7	100	1.1	5.4	863	793	K		hargrave 2021-06-10 13:58:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-22
PF18-22a	PF18-22a_LP-DIR-T	PF18-22		lt	320.3	0.3	3	3	100	29.6	6.4	473	373	K		hargrave 2021-06-10 13:58:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-22
PF18-22a	PF18-22a_LP-DIR-T	PF18-22		mt	236.9	56.4	3	7	0	1.1	5.4	863	793	K		hargrave 2021-06-10 13:58:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-22
